outer_fold,linear,tree,run,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,guardrails
1,0.2,0.45,0.35000000000000003,368,0.5760869565217391,0.5658224409092281,0.6809514060445593,239,139,0.5815899581589958,0.5182412276233905,120,73,0.6083333333333333,0.5189361630897077,2.742759722350426,2,0.028642936596218027,0.45665361737846166,3.1421274665364516,False,False
1,0.2,0.5,0.30000000000000004,368,0.5815217391304348,0.5681468288707097,0.679228305518941,218,131,0.6009174311926605,0.5347035219009447,95,60,0.631578947368421,0.5312293801072515,2.8105237777134624,2,0.01996450754214729,0.47245746488052426,3.243052227509692,False,True
1,0.2,0.55,0.25,368,0.592391304347826,0.5689316871434178,0.6779588329873846,204,123,0.6029411764705882,0.5344908957977034,76,46,0.6052631578947368,0.4928609075804977,2.659500526534808,2,0.004878048780487809,0.4357241958151947,3.0854686247890273,False,True
1,0.2,0.6000000000000001,0.19999999999999996,368,0.5842391304347826,0.5694146768496996,0.6771314431581479,186,115,0.6182795698924731,0.5467370951886769,63,37,0.5873015873015873,0.46415095351811103,2.555586849771358,2,0.04158004158004158,0.35457636204430115,2.827003128655576,False,True
1,0.2,0.65,0.15000000000000002,368,0.5733695652173914,0.5710447671084011,0.6767375927673303,176,109,0.6193181818181818,0.5457578896955103,40,27,0.675,0.52017458088898,2.777096037873963,2,0.026645768025078398,0.35379677689163724,3.077601278715443,False,False
1,0.2,0.7000000000000001,0.09999999999999998,368,0.5760869565217391,0.5726748573671023,0.6767715017611821,159,98,0.6163522012578616,0.5388683293625073,28,20,0.7142857142857143,0.529403642629825,2.8081484480440495,2,0.020833333333333315,0.30063605244263664,3.06711783382002,False,True
1,0.2,0.75,0.050000000000000044,368,0.5788043478260869,0.5686298185769916,0.6772299976936849,167,100,0.5988023952095808,0.5230483319119092,23,17,0.7391304347826086,0.5352960945624944,2.815136525761465,2,0.38636363636363635,0.0,2.042409253034192,False,True
1,0.25,0.05,0.7,368,0.5570652173913043,0.5606001147100552,0.7072928030731391,287,161,0.5609756097560976,0.5031291716832018,214,121,0.5654205607476636,0.49842947037722135,2.6349815704687365,2,0.0018356643356643443,0.4703613379728413,3.101671579770249,False,False
1,0.25,0.1,0.65,368,0.5543478260869565,0.5615359072659764,0.7017312748592197,280,157,0.5607142857142857,0.5021486246114136,200,115,0.575,0.5057080512046821,2.6639649118554827,2,0.0022520268241417174,0.476361241327509,3.135822099534708,False,False
1,0.25,0.15000000000000002,0.6,368,0.5543478260869565,0.5618377758324026,0.6968375715039852,276,156,0.5652173913043478,0.5062329068180309,195,114,0.5846153846153846,0.5144655032371728,2.704148303433037,2,0.010743627554244795,0.47684837141099295,3.1595094197355404,False,False
