strategy,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,promotion_passed,decision_reasons
cal_rows__weights_rows__log_loss,3550,0.5354929577464789,0.5356152687267998,0.6910149211463915,1629,916,0.5623081645181093,0.538097809822546,495,285,0.5757575757575758,0.5317990218295454,2.7948740850787854,3,0.09462386460066144,0.49565787685217577,3.1012842327296384,True,False,insufficient_samples;fold_lcb_wins;fold_60_regression;historical_control_only_shared_day_risk
cal_rows__weights_days__log_loss,3550,0.5388732394366197,0.5362565172619197,0.6906256560386594,1602,905,0.5649188514357054,0.5405146622021144,432,240,0.5555555555555556,0.5084119568464652,2.704688961446143,3,0.06822934328635077,0.4796367866458866,3.047867061519328,False,False,insufficient_samples;pooled_60_lcb_margin;fold_lcb_wins;fold_60_regression;historical_control_only_shared_day_risk
cal_days__weights_rows__log_loss,3550,0.5338028169014084,0.5325055957858624,0.6909195471592487,1468,821,0.5592643051771117,0.5337448314240376,386,215,0.5569948186528497,0.5071191884404538,2.6905499178700434,3,0.0796532783187087,0.4343497069897538,2.96559306822238,False,False,insufficient_samples;robust_score_margin;pooled_60_lcb_margin;fold_lcb_wins;fold_60_regression;historical_control_only_shared_day_risk
cal_days__weights_days__log_loss,3550,0.5369014084507042,0.5335853920269095,0.6907237411907426,1500,841,0.5606666666666666,0.5354267699850357,386,218,0.5647668393782384,0.5149083304446079,2.7243712428235325,3,0.10872586400179682,0.48042756057293057,2.9873470753928695,False,False,current_baseline
cal_days__weights_days__hit_rate,3550,0.5340845070422535,0.5340341385166952,0.6926175617921063,2041,1136,0.5565899069083783,0.5349507196396858,699,396,0.5665236051502146,0.5295212654733935,2.781539412138298,3,0.028781269606641274,0.48042756057293057,3.2044044334979462,True,False,insufficient_samples;fold_lcb_wins;fold_60_regression
