long_history_weight,games,accuracy,log_loss,brier,conf_55_games,conf_55_accuracy,conf_60_games,conf_60_accuracy
0.0,872,0.518348623853211,0.7907453576863216,0.5215957328707274,183,0.5792349726775956,26,0.46153846153846156
0.25,872,0.5068807339449541,0.7846155925484698,0.5176735691713169,178,0.5955056179775281,16,0.375
0.5,872,0.5229357798165137,0.7807067960838024,0.5149057102263733,192,0.6302083333333334,8,0.25
0.75,872,0.5344036697247706,0.7781387140330113,0.5132921560358965,227,0.6167400881057269,16,0.5625
1.0,872,0.5412844036697247,0.7768660429020778,0.5128329065998867,274,0.6131386861313869,29,0.6551724137931034
