strategy,outer_fold,linear,tree,run,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,guardrails
hit_shrink50,1,0.32,0.405,0.275,368,0.592391304347826,0.5680260814441392,0.678385117673544,211,125,0.5924170616113744,0.5250357059304523,79,50,0.6329113924050633,0.5227671409211198,2.7693133313830294,2,0.00801282051282054,0.4703216005453191,3.2236092909027074,False,True
hit_shrink50,1,0.32,0.43,0.25,368,0.5896739130434783,0.5692033688532013,0.6778277070100963,202,122,0.6039603960396039,0.5351787117266364,75,46,0.6133333333333333,0.5001726873212743,2.68899971287437,2,0.012500000000000011,0.4357241958151947,3.099723908689565,False,True
hit_shrink50,1,0.32,0.455,0.225,368,0.5869565217391305,0.5700486008391947,0.6773805902281057,189,116,0.6137566137566137,0.542732925819382,69,40,0.5797101449275363,0.46207193076612163,2.543950415437832,2,0.0037878787878787845,0.4080697369146003,2.9444443947766743,False,True
hit_shrink50,1,0.32,0.48000000000000004,0.19999999999999998,368,0.5869565217391305,0.5705315905454764,0.6770426417793862,180,112,0.6222222222222222,0.5495367065379416,60,36,0.6,0.47365824394206846,2.5973119354618075,2,0.020361990950226283,0.3894829692111983,2.9460709227725532,False,True
hit_shrink50,1,0.32,0.505,0.17500000000000002,368,0.5842391304347826,0.5711353276783288,0.6768129140741728,174,108,0.6206896551724138,0.5467211033242471,50,31,0.62,0.48150195022393577,2.6255547457956108,2,0.009337860780984697,0.41039157498156714,3.0172705992152085,False,True
hit_shrink50,1,0.32,0.53,0.15,368,0.5788043478260869,0.5721918676608205,0.6766906309656907,164,103,0.6280487804878049,0.5519376124293203,39,25,0.6410256410256411,0.484178631846895,2.640732443487226,2,0.0032467532467532756,0.35379677689163724,2.9880357138853566,False,True
hit_shrink50,1,0.32,0.5549999999999999,0.12500000000000003,368,0.5869565217391305,0.572705044223745,0.6766751825085658,164,102,0.6219512195121951,0.545747051865023,31,22,0.7096774193548387,0.5340734004245933,2.8359084346766323,2,0.03030303030303033,0.35419734749908977,3.1294997215696614,False,True
hit_shrink50,1,0.345,0.205,0.44999999999999996,368,0.5679347826086957,0.5634074923778186,0.6854559424554086,259,151,0.583011583011583,0.5221772748431865,145,87,0.6,0.5186721991701244,2.7423840872676872,2,0.0027587519025875085,0.4818046137128726,3.2186711971753845,False,False
hit_shrink50,1,0.345,0.22999999999999998,0.42500000000000004,368,0.5706521739130435,0.5637093609442448,0.6840827664241644,255,148,0.5803921568627451,0.5190668138716641,139,84,0.60431654676259,0.5212692719542503,2.7505705914697147,2,0.01304888152444078,0.47538570815444975,3.199858536575283,False,False
hit_shrink50,1,0.345,0.255,0.4,368,0.5733695652173914,0.5641017900805989,0.6828335435208791,250,145,0.58,0.5180598018274972,134,82,0.6119402985074627,0.5274084845750908,2.7750314814913426,2,0.01828316610925307,0.4763567368169741,3.2148218860898106,False,False
hit_shrink50,1,0.345,0.28,0.375,368,0.5733695652173914,0.5651885169197332,0.6817055903148208,243,141,0.5802469135802469,0.5174180420770723,125,77,0.616,0.5284885300554436,2.779261512355281,2,0.022797131147541005,0.4714498650454971,3.205117115105696,False,False
hit_shrink50,1,0.345,0.305,0.35,368,0.5815217391304348,0.5662450569022247,0.6806964955087096,234,135,0.5769230769230769,0.5128797313364384,117,72,0.6153846153846154,0.524895963703818,2.7625021519467228,2,0.032894736842105254,0.4572785431323962,3.153991221394908,False,False
hit_shrink50,1,0.345,0.33,0.32499999999999996,368,0.5842391304347826,0.5669091677483624,0.679804099543306,227,131,0.5770925110132159,0.5120665705820198,108,67,0.6203703703703703,0.5261993725148565,2.7678238171442495,2,0.034819897084048035,0.4509418238445375,3.1491258468206906,False,False
hit_shrink50,1,0.345,0.355,0.3,368,0.5842391304347826,0.5675430917378573,0.6790264770367197,216,127,0.5879629629629629,0.5213431867545277,98,60,0.6122448979591837,0.5132848977039014,2.725788235771103,2,0.032916666666666705,0.4423319668777783,3.1022868693155483,False,False
hit_shrink50,1,0.345,0.38,0.275,368,0.592391304347826,0.5682373894406376,0.6783619216800432,210,124,0.5904761904761905,0.5229208602572286,81,52,0.6419753086419753,0.5333285955888399,2.809512335978336,2,0.00792682926829269,0.4812042325216125,3.274862909963363,False,True
