strategy,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,max_weight_step,promotion_passed,decision_reasons
v9,3550,0.5369014084507042,0.5335853920269095,0.6907237411907426,1500,841,0.5606666666666666,0.5354267699850357,386,218,0.5647668393782384,0.5149083304446079,2.7243712428235325,3,0.10872586400179682,0.48042756057293057,2.9873470753928695,False,0.4,False,current_baseline
fixed_prior,3550,0.5377464788732395,0.5395083357528885,0.6902246600455492,1680,945,0.5625,0.5386620331140913,510,297,0.5823529411764706,0.5390906373427105,2.826381446976338,3,0.04362773707201517,0.4983963988603169,3.2375223716926245,True,0.0,False,insufficient_samples;fold_lcb_wins;fold_60_regression
logloss_shrink50,3550,0.535774647887324,0.5356283359186189,0.6902618386117931,1587,885,0.55765595463138,0.5331098082586742,383,220,0.5744125326370757,0.5243965164545301,2.760486936707487,3,0.06413629594810838,0.48313028103109684,3.1153446258423667,True,0.1499999999999999,False,insufficient_samples;pooled_60_lcb_margin;fold_lcb_wins;fold_60_regression
hit_shrink50,3550,0.535774647887324,0.5332669987433185,0.6932996457517366,1962,1082,0.5514780835881753,0.5293916839645183,716,404,0.5642458100558659,0.5276776458341805,2.7685773673513534,3,0.06104008878233807,0.4974846638080852,3.143981853594762,True,0.30000000000000004,False,insufficient_samples;fold_lcb_wins;fold_60_regression
hit_cap15,3550,0.5366197183098591,0.5355878594951793,0.6917468764381374,1873,1036,0.5531233315536572,0.5305213487937502,613,354,0.5774877650897227,0.5380205397258198,2.8122544339199274,3,0.05257494712298268,0.4983963988603169,3.205500938534279,True,0.2,False,insufficient_samples;fold_lcb_wins;fold_60_regression
