game_id,game_date,season,away,home,away_score,home_score,status,stadium,away_starter,home_starter,home_history_games,away_history_games,elo_home_prob,home_days_rest,away_days_rest,home_win_r5,away_win_r5,home_run_diff_r5,away_run_diff_r5,home_runs_for_r5,away_runs_for_r5,home_runs_against_r5,away_runs_against_r5,home_bat_avg_r5,away_bat_avg_r5,home_bullpen_era_r5,away_bullpen_era_r5,home_bullpen_whip_r5,away_bullpen_whip_r5,home_win_r10,away_win_r10,home_run_diff_r10,away_run_diff_r10,home_runs_for_r10,away_runs_for_r10,home_runs_against_r10,away_runs_against_r10,home_bat_avg_r10,away_bat_avg_r10,home_bullpen_era_r10,away_bullpen_era_r10,home_bullpen_whip_r10,away_bullpen_whip_r10,home_win_r20,away_win_r20,home_run_diff_r20,away_run_diff_r20,home_runs_for_r20,away_runs_for_r20,home_runs_against_r20,away_runs_against_r20,home_bat_avg_r20,away_bat_avg_r20,home_bullpen_era_r20,away_bullpen_era_r20,home_bullpen_whip_r20,away_bullpen_whip_r20,home_bullpen_pitches_r3,away_bullpen_pitches_r3,home_home_win_r10,away_away_win_r10,h2h_home_win_r10,park_total_factor,home_starter_starts,home_starter_era_r5,home_starter_whip_r5,home_starter_k9_r5,home_starter_bb9_r5,home_starter_hr9_r5,home_starter_last_np,home_starter_days_rest,away_starter_starts,away_starter_era_r5,away_starter_whip_r5,away_starter_k9_r5,away_starter_bb9_r5,away_starter_hr9_r5,away_starter_last_np,away_starter_days_rest,diff_win_r5,diff_win_r10,diff_win_r20,diff_run_diff_r5,diff_run_diff_r10,diff_run_diff_r20,diff_runs_for_r5,diff_runs_for_r10,diff_runs_for_r20,diff_runs_against_r5,diff_runs_against_r10,diff_runs_against_r20,diff_bat_avg_r5,diff_bat_avg_r10,diff_bullpen_era_r5,diff_bullpen_era_r10,diff_bullpen_whip_r5,diff_bullpen_whip_r10,diff_bullpen_pitches_r3,diff_days_rest,diff_starter_era_r5,diff_starter_whip_r5,diff_starter_k9_r5,diff_starter_bb9_r5,diff_starter_hr9_r5,diff_starter_last_np,diff_starter_days_rest,diff_starter_starts,result,total_runs
20240427-Samsung_Lions-Kiwoom_Heroes,2024-04-27 17:00:00,2024,Samsung Lions,Kiwoom Heroes,11.0,0.0,Final,고척,코너,후라도,27,29,0.41256918865077996,1.0,1.0,0.0,0.8,-4.0,1.8,1.8,4.6,5.8,2.8,0.2086978756884343,0.25603571633932165,9.139285714285714,10.125,2.5482142857142858,0.8625,0.2,0.8,-2.9,1.7,3.5,4.6,6.4,2.9,0.22327340418247657,0.26345536548216814,10.343547077922079,7.03125,2.270211038961039,1.2991071428571428,0.5,0.7,-0.2,1.35,5.25,5.15,5.45,3.8,0.2621746942872002,0.2741338402115562,9.710343228200372,8.730042016806724,2.1845102813852817,1.528899886877828,70.0,55.333333333333336,0.4,0.8,0.6666666666666666,0.9368832236842104,6,3.774193548387097,1.2258064516129032,7.838709677419355,1.7419354838709677,1.4516129032258065,94.0,6.0,6,7.397260273972603,1.8904109589041096,7.027397260273973,5.5479452054794525,2.219178082191781,99.0,6.0,-0.8,-0.6000000000000001,-0.19999999999999996,-5.8,-4.6,-1.55,-2.8,-1.0999999999999996,0.09999999999999964,3.0,3.5000000000000004,1.6500000000000004,-0.047337840650887364,-0.040181961299691565,-0.9857142857142858,3.3122970779220786,1.6857142857142857,0.9711038961038962,14.666666666666664,0.0,-3.623066725585506,-0.6646045072912063,0.8113124171453823,-3.8060097216084845,-0.7675651789659743,-5.0,0.0,0.0,away,11.0
20240428-Doosan_Bears-Hanwha_Eagles,2024-04-28 14:00:00,2024,Doosan Bears,Hanwha Eagles,17.0,8.0,Final,한밭,최준호,문동주,29,31,0.466691916986944,1.0,1.0,0.2,0.6,-3.6,0.6,4.4,5.4,8.0,4.8,0.2265963683371915,0.3012046137046137,16.6875,6.45,3.2476190476190476,2.45,0.3,0.5,-1.4,0.1,4.1,5.6,5.5,5.5,0.2312144875687701,0.29817095262573984,10.836607142857142,5.290441176470588,2.4965608465608464,1.9838235294117645,0.25,0.5,-1.5,0.0,4.4,4.95,5.9,4.95,0.23820615709961718,0.2608746440215922,8.264642857142857,4.947726244343892,2.1057393483709275,1.7753412518853697,79.33333333333333,73.66666666666667,0.3,0.2,0.4,0.9815605687584785,5,6.557142857142858,2.1,7.714285714285715,5.014285714285714,1.1571428571428573,106.0,5.0,1,1.8,0.6,10.799999999999999,1.8,1.8,67.0,5.0,-0.39999999999999997,-0.2,-0.25,-4.2,-1.5,-1.5,-1.0,-1.5,-0.5499999999999998,3.2,0.0,0.9500000000000002,-0.07460824536742222,-0.06695646505696973,10.2375,5.546165966386554,0.7976190476190474,0.5127373171490819,5.666666666666657,0.0,4.757142857142858,1.5,-3.0857142857142836,3.2142857142857144,-0.6428571428571428,39.0,0.0,4.0,away,25.0
20240428-KIA_Tigers-LG_Twins,2024-04-28 14:00:00,2024,KIA Tigers,LG Twins,10.0,7.0,Final,잠실,크로우,손주영,31,29,0.45365419476266594,1.0,1.0,0.6,0.6,0.0,2.4,4.8,6.6,4.8,4.2,0.24944035078790933,0.3067397922355083,15.285714285714286,9.995192307692307,2.493333333333333,2.573076923076923,0.65,0.6,-0.1,1.5,5.1,6.6,5.2,5.1,0.2615660436161888,0.28135547671362887,10.721428571428573,8.70897435897436,2.043809523809524,2.489871794871795,0.525,0.65,0.0,1.4,5.4,6.3,5.4,4.9,0.28048623519202287,0.28846854633915464,11.378571428571428,8.30493910114653,2.390238095238095,2.762937150568729,80.0,58.333333333333336,0.8,0.6,0.4,0.994651297785886,5,2.454545454545454,1.6818181818181819,6.136363636363636,5.7272727272727275,1.227272727272727,81.0,7.0,6,1.7763157894736843,1.3026315789473686,9.23684210526316,3.5526315789473686,0.3552631578947369,104.0,5.0,0.0,0.050000000000000044,-0.125,-2.4,-1.6,-1.4,-1.7999999999999998,-1.5,-0.8999999999999995,0.5999999999999996,0.10000000000000053,0.5,-0.057299441447598964,-0.01978943309744008,5.29052197802198,2.012454212454214,-0.07974358974358964,-0.4460622710622708,21.666666666666664,0.0,0.6782296650717698,0.3791866028708133,-3.1004784688995235,2.174641148325359,0.8720095693779901,-23.0,2.0,-1.0,away,17.0
20240428-KT_Wiz-SSG_Landers,2024-04-28 14:00:00,2024,KT Wiz,SSG Landers,6.0,11.0,Final,문학,육청명,엘리아스,30,31,0.5657818003427587,1.0,1.0,0.5,0.8,0.4,3.6,5.4,6.4,5.0,2.8,0.2830191320307599,0.3195781342840166,4.55,6.300000000000001,1.4190196078431374,1.36,0.45,0.65,-0.7,2.0,5.2,5.8,5.9,3.8,0.26712284162865557,0.2981922183934568,12.078623949579832,12.385714285714286,2.230658263305322,2.013333333333333,0.475,0.475,-1.2,0.15,4.95,5.6,6.15,5.45,0.26278426664922605,0.28658201530105554,9.714640401615194,11.351654135338347,1.89403043035396,2.3270614035087718,60.666666666666664,38.333333333333336,0.45,0.35,0.6,0.9736674808445144,4,4.628571428571429,1.4571428571428573,7.328571428571428,2.3142857142857145,1.1571428571428573,90.0,11.0,2,2.6999999999999997,1.4,4.5,3.6,1.8,83.0,5.0,-0.30000000000000004,-0.2,0.0,-3.2,-2.7,-1.3499999999999999,-1.0,-0.5999999999999996,-0.6499999999999995,2.2,2.1000000000000005,0.7000000000000002,-0.0365590022532567,-0.031069376764801204,-1.7500000000000009,-0.30709033613445413,0.05901960784313731,0.21732492997198882,22.33333333333333,0.0,1.9285714285714293,0.057142857142857384,2.8285714285714283,-1.2857142857142856,-0.6428571428571428,7.0,6.0,2.0,home,17.0
20240428-Lotte_Giants-NC_Dinos,2024-04-28 14:00:00,2024,Lotte Giants,NC Dinos,3.0,5.0,Final,창원,윌커슨,신민혁,29,28,0.7058335021996045,1.0,1.0,0.6,0.4,0.6,-1.2,3.0,4.0,2.4,5.2,0.2348790322580645,0.2609936671487905,3.0,11.014285714285716,1.1666666666666667,2.4914285714285715,0.5,0.45,0.4,-0.4,4.3,4.9,3.9,5.3,0.23855118805260767,0.2852556055042198,10.59375,13.151020408163266,2.3666666666666667,2.5123809523809526,0.6,0.325,1.3,-1.3,5.5,4.5,4.2,5.8,0.27181073554374613,0.261588574656555,7.678924336533032,11.92795954045954,2.212215320910973,2.502052947052947,40.0,41.666666666666664,0.8,0.2,0.8,0.8479335130278527,6,2.223529411764706,1.2352941176470589,6.03529411764706,0.9529411764705882,0.6352941176470588,99.0,5.0,6,4.129411764705883,1.0588235294117647,6.988235294117647,1.2705882352941176,0.9529411764705882,80.0,7.0,0.19999999999999996,0.04999999999999999,0.27499999999999997,1.7999999999999998,0.8,2.6,-1.0,-0.6000000000000005,1.0,-2.8000000000000003,-1.4,-1.5999999999999996,-0.02611463489072602,-0.046704417451612135,-8.014285714285716,-2.557270408163266,-1.3247619047619048,-0.1457142857142859,-1.6666666666666643,0.0,-1.9058823529411768,0.17647058823529416,-0.9529411764705875,-0.3176470588235294,-0.3176470588235294,19.0,-2.0,0.0,home,8.0
20240428-Samsung_Lions-Kiwoom_Heroes,2024-04-28 14:00:00,2024,Samsung Lions,Kiwoom Heroes,11.0,6.0,Final,고척,레예스,하영민,28,30,0.37628407124377417,1.0,1.0,0.0,0.8,-6.0,3.6,1.6,5.8,7.6,2.2,0.19478658536585364,0.283492162332353,14.882142857142858,10.125,3.281547619047619,0.8958333333333333,0.1,0.8,-4.3,2.6,2.9,5.0,7.2,2.4,0.21389840418247658,0.2750407313358267,13.051406926406928,7.03125,2.7844967532467537,1.2205357142857143,0.45,0.75,-1.2,2.35,4.75,5.65,5.95,3.3,0.25460257890258475,0.28597491023515964,11.377272727272729,8.133797268907564,2.4178436147186146,1.4638998868778281,79.66666666666667,59.333333333333336,0.3,0.9,0.5,0.9288080689096665,5,4.2631578947368425,1.3421052631578947,5.68421052631579,3.1973684210526314,0.7105263157894738,83.0,5.0,6,5.5479452054794525,1.6027397260273974,7.767123287671233,2.9589041095890414,1.1095890410958904,93.0,5.0,-0.8,-0.7000000000000001,-0.3,-9.6,-6.9,-3.55,-4.199999999999999,-2.1,-0.9000000000000004,5.3999999999999995,4.800000000000001,2.6500000000000004,-0.08870557696649939,-0.06114232715335011,4.757142857142858,6.020156926406928,2.385714285714286,1.5639610389610394,20.333333333333336,0.0,-1.28478731074261,-0.26063446286950276,-2.082912761355443,0.23846431146359004,-0.3990627253064166,-10.0,0.0,-1.0,away,17.0
20240430-KT_Wiz-KIA_Tigers,2024-04-30 18:30:00,2024,KT Wiz,KIA Tigers,11.0,4.0,Final,광주,벤자민,윤영철,30,32,0.7074381070552636,2.0,2.0,0.6,0.6,2.4,2.0,7.6,5.8,5.2,3.8,0.3355618473733529,0.30041847041847036,11.942307692307693,8.035714285714286,2.4538461538461536,1.3857142857142857,0.6,0.55,1.0,1.3,6.5,5.8,5.5,4.5,0.28516500052315263,0.29417677437801276,9.122596153846153,12.814285714285715,2.3448717948717954,1.9728571428571429,0.65,0.425,1.4,-0.15,6.55,5.5,5.15,5.65,0.29345366538677364,0.2856891581581984,8.44899779496819,11.823082706766918,2.742103817235396,2.3734899749373435,73.0,55.0,0.7,0.35,0.6666666666666666,0.9473684210526316,5,3.621951219512195,1.2804878048780486,6.914634146341463,4.280487804878049,0.6585365853658536,88.0,6.0,6,4.064516129032258,0.967741935483871,9.0,2.612903225806452,1.4516129032258065,99.0,6.0,0.0,0.04999999999999993,0.22500000000000003,0.3999999999999999,-0.30000000000000004,1.5499999999999998,1.7999999999999998,0.7000000000000002,1.0499999999999998,1.4000000000000004,1.0,-0.5,0.03514337695488251,-0.009011773854860128,3.906593406593407,-3.6916895604395616,1.068131868131868,0.37201465201465256,18.0,0.0,-0.4425649095200632,0.3127458693941776,-2.085365853658537,1.6675845790715966,-0.7930763178599529,-11.0,0.0,-1.0,away,15.0
20240430-Kiwoom_Heroes-Lotte_Giants,2024-04-30 18:30:00,2024,Kiwoom Heroes,Lotte Giants,9.0,7.0,Final,사직,헤이수스,이인복,29,29,0.4790982192795298,2.0,2.0,0.2,0.0,-2.0,-6.4,3.2,2.4,5.2,8.8,0.2374642553840846,0.18625,12.685714285714289,14.882142857142858,2.2414285714285715,3.2682142857142864,0.45,0.1,-0.1,-4.6,5.0,3.1,5.1,7.7,0.28709384079833744,0.21032697561104802,9.342857142857143,13.505952380952383,1.8873809523809526,2.9626785714285715,0.325,0.4,-1.35,-1.65,4.4,4.5,5.75,6.15,0.25740900809308753,0.24953501133501715,12.323156843156845,11.377272727272729,2.439552947052947,2.4311769480519483,43.333333333333336,97.33333333333333,0.55,0.4,0.0,1.0190184049079756,4,6.749999999999999,1.7812499999999998,4.218749999999999,3.3749999999999996,1.6874999999999998,77.0,6.0,6,2.6999999999999997,0.9,9.3,1.2,0.6,84.0,6.0,0.2,0.35,-0.07500000000000001,4.4,4.5,0.2999999999999998,0.8000000000000003,1.9,-0.09999999999999964,-3.6000000000000005,-2.6000000000000005,-0.40000000000000036,0.05121425538408461,0.07676686518728942,-2.1964285714285694,-4.16309523809524,-1.0267857142857149,-1.075297619047619,-53.99999999999999,0.0,4.049999999999999,0.8812499999999998,-5.081250000000002,2.175,1.0875,-7.0,0.0,-2.0,away,16.0
20240430-LG_Twins-NC_Dinos,2024-04-30 18:30:00,2024,LG Twins,NC Dinos,0.0,8.0,Final,창원,켈리,이재학,30,32,0.5850189965775722,2.0,2.0,0.8,0.6,1.2,0.2,3.4,5.6,2.2,5.4,0.23821236559139783,0.2816242588338863,3.0,7.285714285714286,0.7999999999999999,1.8933333333333333,0.6,0.55,0.9,-0.5,4.4,5.2,3.5,5.7,0.23744007694149655,0.2594155059817802,5.125,11.821428571428571,1.4833333333333332,2.173809523809524,0.65,0.525,1.45,-0.1,5.4,5.4,3.95,5.5,0.26992667757273164,0.2846529018586895,8.094642857142858,11.728571428571428,2.1488095238095237,2.452738095238095,55.0,94.66666666666667,0.8,0.45,0.3333333333333333,0.8349534224382341,5,5.108108108108109,1.4594594594594597,8.756756756756758,4.378378378378379,1.8243243243243243,92.0,6.0,6,4.108695652173913,1.467391304347826,5.869565217391305,2.641304347826087,1.1739130434782608,92.0,6.0,0.20000000000000007,0.04999999999999993,0.125,1.0,1.4,1.55,-2.1999999999999997,-0.7999999999999998,0.0,-3.2,-2.2,-1.5499999999999998,-0.04341189324248848,-0.021975429040283656,-4.285714285714286,-6.696428571428571,-1.0933333333333333,-0.6904761904761909,-39.66666666666667,0.0,0.9994124559341957,-0.00793184488836629,2.8871915393654533,1.737074030552292,0.6504112808460636,0.0,0.0,-1.0,home,8.0
20240430-SSG_Landers-Hanwha_Eagles,2024-04-30 18:30:00,2024,SSG Landers,Hanwha Eagles,2.0,8.0,Final,한밭,이기순,류현진,30,31,0.40919770177389375,2.0,2.0,0.2,0.6,-4.8,1.4,4.8,6.6,9.6,5.2,0.2265963683371915,0.28259178160340953,9.1875,5.75,1.7726190476190478,1.3990196078431372,0.2,0.45,-2.6,-0.4,4.2,5.7,6.8,6.1,0.23678881189309445,0.2643450638508778,12.44375,12.239338235294117,2.597751322751323,2.216372549019608,0.2,0.475,-2.0,-1.0,4.5,5.35,6.5,6.35,0.23713302514413223,0.2659408323057917,8.964642857142858,10.18217286914766,2.2263533834586466,1.9667577030812324,90.0,46.333333333333336,0.3,0.5,1.0,1.0576956296424254,6,6.03529411764706,1.2705882352941178,9.847058823529412,2.541176470588235,0.3176470588235294,79.0,6.0,0,,,,,,,,-0.39999999999999997,-0.25,-0.27499999999999997,-6.199999999999999,-2.2,-1.0,-1.7999999999999998,-1.5,-0.8499999999999996,4.3999999999999995,0.7000000000000002,0.15000000000000036,-0.05599541326621804,-0.027556251957783356,3.4375,0.20441176470588296,0.3735994397759106,0.38137877373171536,43.666666666666664,0.0,,,,,,,,6.0,home,10.0
20240430-Samsung_Lions-Doosan_Bears,2024-04-30 18:30:00,2024,Samsung Lions,Doosan Bears,0.0,4.0,Final,잠실,이승현,곽빈,32,31,0.41952525195107176,2.0,2.0,0.6,0.8,2.2,3.8,8.0,6.6,5.8,2.8,0.32544703794703794,0.29040460472866636,5.986363636363636,11.0625,1.9621212121212122,1.0958333333333334,0.6,0.8,1.7,2.4,7.1,5.2,5.4,2.8,0.3186254980802853,0.2675117738068692,5.03286541889483,9.46875,1.8898841354723708,1.2622023809523808,0.5,0.8,0.4,2.75,5.6,6.1,5.2,3.35,0.26889603439592374,0.29576753696327024,4.868606990436035,8.563375350140056,1.8033715549156724,1.4472332202111615,105.0,50.333333333333336,0.6,0.9,0.0,0.999530498798077,6,5.337209302325581,1.2906976744186045,8.790697674418604,4.0813953488372094,0.313953488372093,101.0,6.0,2,0.0,0.9,12.6,7.2,0.0,89.0,6.0,-0.20000000000000007,-0.20000000000000007,-0.30000000000000004,-1.5999999999999996,-0.7,-2.35,1.4000000000000004,1.8999999999999995,-0.5,3.0,2.6000000000000005,1.85,0.03504243321837158,0.051113724273416095,-5.076136363636364,-4.43588458110517,0.8662878787878787,0.62768175451999,54.666666666666664,0.0,5.337209302325581,0.3906976744186045,-3.8093023255813954,-3.1186046511627907,0.313953488372093,12.0,0.0,4.0,home,4.0
20240501-KT_Wiz-KIA_Tigers,2024-05-01 18:30:00,2024,KT Wiz,KIA Tigers,1.0,9.0,Final,광주,원상현,양현종,31,33,0.6522308839644841,1.0,1.0,0.4,0.6,0.6,2.2,7.2,6.6,6.6,4.4,0.33262067090276465,0.3158030858030858,10.442307692307692,8.035714285714286,2.3538461538461535,1.3357142857142859,0.6,0.55,0.5,1.7,6.4,6.6,5.9,4.9,0.28516500052315263,0.3036234680352327,9.122596153846153,12.814285714285715,2.244871794871795,2.0478571428571426,0.65,0.475,1.2,0.4,6.55,5.85,5.35,5.45,0.2927183712691266,0.2925656150346553,8.16774779496819,10.417588614393127,2.542103817235396,2.135989974937343,88.66666666666667,57.0,0.6,0.45,0.5,0.9836745987825125,6,3.8571428571428577,1.153846153846154,6.824175824175825,2.67032967032967,1.1868131868131868,94.0,6.0,5,6.3,1.95,7.6499999999999995,3.6,0.45,83.0,6.0,-0.19999999999999996,0.04999999999999993,0.17500000000000004,-1.6,-1.2,0.7999999999999999,0.6000000000000005,-0.1999999999999993,0.7000000000000002,2.1999999999999993,1.0,-0.10000000000000053,0.016817585099678845,-0.01845846751208008,2.406593406593405,-3.6916895604395616,1.0181318681318676,0.1970146520146523,31.66666666666667,0.0,-2.442857142857142,-0.796153846153846,-0.8258241758241747,-0.9296703296703299,0.7368131868131869,11.0,0.0,1.0,home,10.0
20240501-Kiwoom_Heroes-Lotte_Giants,2024-05-01 18:30:00,2024,Kiwoom Heroes,Lotte Giants,6.0,3.0,Final,사직,이종민,박세웅,30,30,0.44729082798721875,1.0,1.0,0.2,0.2,-1.4,-5.6,3.2,3.4,4.6,9.0,0.23935359411552862,0.19840686274509803,10.054945054945057,19.767857142857146,1.8906593406593408,4.1825,0.45,0.2,-0.2,-4.1,5.2,4.0,5.4,8.1,0.28709384079833744,0.2362904644548614,10.227472527472528,15.755357142857145,1.8386630036630038,3.6626785714285717,0.325,0.4,-1.4,-1.6,4.6,4.6,6.0,6.2,0.2684771195481959,0.2531297825768472,12.713366633366636,13.005844155844157,2.436406093906094,2.7026055194805196,61.333333333333336,92.33333333333333,0.45,0.5,0.0,1.0549463647199047,6,5.0,1.6296296296296295,7.0,3.0,0.6666666666666666,106.0,6.0,1,7.363636363636364,1.9090909090909092,0.0,9.81818181818182,0.0,59.0,6.0,0.0,0.25,-0.07500000000000001,4.199999999999999,3.8999999999999995,0.20000000000000018,-0.19999999999999973,1.2000000000000002,0.0,-4.4,-2.6999999999999993,-0.20000000000000018,0.04094673137043059,0.05080337634347604,-9.71291208791209,-5.527884615384616,-2.291840659340659,-1.8240155677655678,-30.999999999999993,0.0,-2.363636363636364,-0.27946127946127963,7.0,-6.81818181818182,0.6666666666666666,47.0,0.0,5.0,away,9.0
20240501-LG_Twins-NC_Dinos,2024-05-01 18:30:00,2024,LG Twins,NC Dinos,10.0,1.0,Final,창원,최원태,카스타노,31,33,0.6215885367793847,1.0,1.0,0.8,0.6,2.4,-0.2,4.4,5.6,2.0,5.8,0.26356950844854066,0.3129265288458337,3.0,6.026785714285714,0.8,2.0933333333333333,0.6,0.55,1.6,-0.6,4.8,5.0,3.2,5.6,0.25582517010919836,0.26152896538111275,6.0,10.267857142857144,1.5333333333333334,2.0166666666666666,0.65,0.475,1.6,-0.7,5.55,5.0,3.95,5.7,0.26946449269878203,0.27668326238999874,8.094642857142858,11.428571428571427,2.248809523809524,2.352738095238095,57.666666666666664,74.33333333333333,0.8,0.45,0.5,0.8358032009484292,6,3.2282608695652173,1.076086956521739,7.630434782608695,2.0543478260869565,0.8804347826086956,90.0,6.0,6,4.333333333333333,1.1851851851851851,10.666666666666666,3.6666666666666665,0.6666666666666666,97.0,6.0,0.20000000000000007,0.04999999999999993,0.17500000000000004,2.6,2.2,2.3,-1.1999999999999993,-0.20000000000000018,0.5499999999999998,-3.8,-2.3999999999999995,-1.75,-0.04935702039729306,-0.005703795271914391,-3.0267857142857144,-4.267857142857144,-1.2933333333333332,-0.48333333333333317,-16.666666666666664,0.0,-1.1050724637681157,-0.1090982286634461,-3.0362318840579707,-1.61231884057971,0.21376811594202894,-7.0,0.0,0.0,away,11.0
20240501-SSG_Landers-Hanwha_Eagles,2024-05-01 18:30:00,2024,SSG Landers,Hanwha Eagles,8.0,7.0,Final,한밭,박종훈,페냐,31,32,0.45860797578920726,1.0,1.0,0.4,0.4,-2.4,-0.8,6.2,4.6,8.6,5.4,0.2621567131647777,0.25181202784143963,9.1875,6.241071428571429,1.6392857142857142,1.5452380952380953,0.3,0.45,-1.9,-0.2,4.7,5.6,6.6,5.8,0.23248137946066202,0.2651013663718862,12.44375,11.516123949579832,2.4379761904761907,2.180658263305322,0.25,0.475,-1.5,-1.05,4.55,5.45,6.05,6.5,0.23619552514413225,0.2725094597567721,9.390688775510204,10.017647058823531,2.173721804511278,2.0096148459383754,77.66666666666667,57.333333333333336,0.3,0.4,1.0,1.055634079308991,6,5.7272727272727275,1.6363636363636365,7.363636363636364,4.909090909090908,2.0454545454545454,90.0,6.0,5,6.639344262295082,1.7213114754098362,10.18032786885246,6.639344262295082,2.2131147540983607,75.0,6.0,0.0,-0.15000000000000002,-0.22499999999999998,-1.5999999999999999,-1.7,-0.44999999999999996,1.6000000000000005,-0.8999999999999995,-0.9000000000000004,3.1999999999999993,0.7999999999999998,-0.4500000000000002,0.010344685323338043,-0.03261998691122417,2.946428571428571,0.9276260504201677,0.09404761904761894,0.25731792717086854,20.333333333333336,0.0,-0.9120715350223545,-0.08494783904619974,-2.816691505216096,-1.7302533532041737,-0.16766020864381526,15.0,0.0,1.0,away,15.0
20240501-Samsung_Lions-Doosan_Bears,2024-05-01 18:30:00,2024,Samsung Lions,Doosan Bears,9.0,2.0,Final,잠실,이호성,브랜든,33,32,0.46299469676801386,1.0,1.0,0.8,0.6,3.4,1.8,8.6,5.4,5.2,3.6,0.33239148239148236,0.28273972059319397,6.357954545454546,8.375,1.662121212121212,1.2458333333333333,0.7,0.7,2.4,1.7,7.3,4.7,4.9,3.0,0.32209772030250755,0.2761252191850204,5.03286541889483,9.09375,2.0065508021390372,1.1872023809523808,0.55,0.75,0.95,2.4,5.75,5.75,4.8,3.35,0.27032972615219614,0.29328854536663157,4.793180789798438,8.720238095238095,1.811704888249006,1.4619391025641026,97.66666666666667,52.333333333333336,0.7,0.8,0.25,0.9829644960993472,4,1.5652173913043477,0.9130434782608695,9.391304347826086,1.9565217391304348,0.0,102.0,20.0,4,5.108108108108109,2.027027027027027,8.027027027027028,5.837837837837839,0.7297297297297298,92.0,6.0,0.20000000000000007,0.0,-0.19999999999999996,1.5999999999999999,0.7,-1.45,3.1999999999999993,2.5999999999999996,0.0,1.6,1.9000000000000004,1.4499999999999997,0.049651761798288396,0.04597250111748713,-2.017045454545454,-4.06088458110517,0.41628787878787876,0.8193484211866564,45.333333333333336,0.0,-3.542890716803761,-1.1139835487661576,1.364277320799058,-3.881316098707404,-0.7297297297297298,10.0,14.0,0.0,away,11.0
20240502-KT_Wiz-KIA_Tigers,2024-05-02 18:30:00,2024,KT Wiz,KIA Tigers,12.0,5.0,Final,광주,엄상백,네일,32,34,0.6806982856215276,1.0,1.0,0.4,0.4,0.0,-1.2,6.4,5.0,6.4,6.2,0.33188627677791765,0.29358086358086355,10.442307692307692,8.035714285714286,2.817307692307692,1.3928571428571428,0.6,0.55,1.2,1.0,6.9,6.4,5.7,5.4,0.30638210578631053,0.30741134682311155,9.997252747252746,13.062857142857144,2.2350427350427347,1.9621428571428574,0.7,0.475,1.8,0.45,6.85,5.55,5.05,5.1,0.3002019239007056,0.2902007501697904,8.112264314632736,10.125824175824176,2.5706355970898906,2.0423809523809524,82.5,63.666666666666664,0.6,0.45,0.6,0.9792426251242957,6,1.4673913043478262,1.108695652173913,8.51086956521739,1.7608695652173911,0.0,90.0,6.0,7,5.204819277108434,1.3373493975903614,8.457831325301203,1.6265060240963856,1.3012048192771084,88.0,6.0,0.0,0.04999999999999993,0.22499999999999998,1.2,0.19999999999999996,1.35,1.4000000000000004,0.5,1.2999999999999998,0.20000000000000018,0.2999999999999998,-0.04999999999999982,0.038305413197054106,-0.0010292410368010207,2.406593406593405,-3.0656043956043977,1.4244505494505493,0.27289987789987724,18.833333333333336,0.0,-3.7374279727606075,-0.22865374541644834,0.05303823991618728,0.13436354112100557,-1.3012048192771084,2.0,0.0,-1.0,away,17.0
20240502-Kiwoom_Heroes-Lotte_Giants,2024-05-02 18:30:00,2024,Kiwoom Heroes,Lotte Giants,5.0,6.0,Final,사직,김인범,반즈,31,31,0.41597134503646904,1.0,1.0,0.0,0.4,-2.6,-2.8,2.6,4.2,5.2,7.0,0.2449227996847342,0.23174019607843138,15.519230769230768,17.93571428571429,2.4692307692307693,4.134285714285715,0.35,0.3,-1.2,-2.7,4.6,3.8,5.8,6.5,0.2816208678253645,0.2362904644548614,11.659262166405025,14.2125,2.1803296703296704,3.49125,0.275,0.4,-1.9,-1.5,4.35,4.7,6.25,6.2,0.2648477759188522,0.2586853381324028,13.18440621878122,13.29512987012987,2.598906093906094,2.718676948051948,67.33333333333333,81.33333333333333,0.35,0.6,0.0,1.0361860999425618,6,4.853932584269662,1.3820224719101124,10.617977528089888,3.3370786516853927,1.5168539325842696,101.0,6.0,2,0.9,0.6,3.6,0.9,0.0,73.0,6.0,-0.4,0.04999999999999999,-0.125,0.19999999999999973,1.5000000000000002,-0.3999999999999999,-1.6,0.7999999999999998,-0.35000000000000053,-1.7999999999999998,-0.7000000000000002,0.04999999999999982,0.013182603606302828,0.04533040337050309,-2.416483516483522,-2.5532378335949755,-1.665054945054946,-1.3109203296703296,-14.0,0.0,3.9539325842696624,0.7820224719101124,7.017977528089888,2.437078651685393,1.5168539325842696,28.0,0.0,4.0,home,11.0
