game_id,game_date,season,away,home,away_score,home_score,status,stadium,note
20240712-KT_Wiz-Lotte_Giants,2024-07-12 18:30:00,2024,KT Wiz,Lotte Giants,5.0,4.0,Final,사직,-
20240712-Kiwoom_Heroes-NC_Dinos,2024-07-12 18:30:00,2024,Kiwoom Heroes,NC Dinos,2.0,9.0,Final,창원,-
20240712-LG_Twins-Hanwha_Eagles,2024-07-12 18:30:00,2024,LG Twins,Hanwha Eagles,0.0,6.0,Final,한밭,-
20240712-SSG_Landers-KIA_Tigers,2024-07-12 18:30:00,2024,SSG Landers,KIA Tigers,14.0,6.0,Final,광주,-
20240712-Samsung_Lions-Doosan_Bears,2024-07-12 18:30:00,2024,Samsung Lions,Doosan Bears,9.0,5.0,Final,잠실,-
20240713-KT_Wiz-Lotte_Giants,2024-07-13 18:00:00,2024,KT Wiz,Lotte Giants,6.0,3.0,Final,사직,-
20240713-Kiwoom_Heroes-NC_Dinos,2024-07-13 18:00:00,2024,Kiwoom Heroes,NC Dinos,5.0,11.0,Final,창원,-
20240713-LG_Twins-Hanwha_Eagles,2024-07-13 18:00:00,2024,LG Twins,Hanwha Eagles,7.0,3.0,Final,한밭,-
20240713-SSG_Landers-KIA_Tigers,2024-07-13 18:00:00,2024,SSG Landers,KIA Tigers,15.0,9.0,Final,광주,-
20240713-Samsung_Lions-Doosan_Bears,2024-07-13 18:00:00,2024,Samsung Lions,Doosan Bears,4.0,8.0,Final,잠실,-
20240714-KT_Wiz-Lotte_Giants,2024-07-14 17:00:00,2024,KT Wiz,Lotte Giants,,,Postponed,사직,우천취소
20240714-Kiwoom_Heroes-NC_Dinos,2024-07-14 17:00:00,2024,Kiwoom Heroes,NC Dinos,,,Postponed,창원,우천취소
20240714-LG_Twins-Hanwha_Eagles,2024-07-14 17:00:00,2024,LG Twins,Hanwha Eagles,8.0,4.0,Final,한밭,-
20240714-SSG_Landers-KIA_Tigers,2024-07-14 17:00:00,2024,SSG Landers,KIA Tigers,4.0,13.0,Final,광주,-
20240714-Samsung_Lions-Doosan_Bears,2024-07-14 17:00:00,2024,Samsung Lions,Doosan Bears,6.0,2.0,Final,잠실,-
20240716-Doosan_Bears-Lotte_Giants,2024-07-16 18:30:00,2024,Doosan Bears,Lotte Giants,0.0,4.0,Final,울산,-
20240716-Hanwha_Eagles-NC_Dinos,2024-07-16 18:30:00,2024,Hanwha Eagles,NC Dinos,,,Postponed,창원,우천취소
20240716-KT_Wiz-Kiwoom_Heroes,2024-07-16 18:30:00,2024,KT Wiz,Kiwoom Heroes,4.0,3.0,Final,고척,-
20240716-SSG_Landers-LG_Twins,2024-07-16 18:30:00,2024,SSG Landers,LG Twins,,,Postponed,잠실,우천취소
20240716-Samsung_Lions-KIA_Tigers,2024-07-16 18:30:00,2024,Samsung Lions,KIA Tigers,,,Postponed,광주,그라운드사정
20240717-Doosan_Bears-Lotte_Giants,2024-07-17 18:30:00,2024,Doosan Bears,Lotte Giants,2.0,6.0,Final,울산,-
20240717-Hanwha_Eagles-NC_Dinos,2024-07-17 18:30:00,2024,Hanwha Eagles,NC Dinos,1.0,5.0,Final,창원,-
20240717-KT_Wiz-Kiwoom_Heroes,2024-07-17 18:30:00,2024,KT Wiz,Kiwoom Heroes,9.0,2.0,Final,고척,-
20240717-SSG_Landers-LG_Twins,2024-07-17 18:30:00,2024,SSG Landers,LG Twins,9.0,12.0,Final,잠실,-
20240717-Samsung_Lions-KIA_Tigers,2024-07-17 18:30:00,2024,Samsung Lions,KIA Tigers,5.0,10.0,Final,광주,-
20240718-Doosan_Bears-Lotte_Giants,2024-07-18 18:30:00,2024,Doosan Bears,Lotte Giants,3.0,2.0,Final,울산,-
20240718-Hanwha_Eagles-NC_Dinos,2024-07-18 18:30:00,2024,Hanwha Eagles,NC Dinos,3.0,4.0,Final,창원,-
20240718-KT_Wiz-Kiwoom_Heroes,2024-07-18 18:30:00,2024,KT Wiz,Kiwoom Heroes,12.0,8.0,Final,고척,-
20240718-SSG_Landers-LG_Twins,2024-07-18 18:30:00,2024,SSG Landers,LG Twins,,,Postponed,잠실,우천취소
20240718-Samsung_Lions-KIA_Tigers,2024-07-18 18:30:00,2024,Samsung Lions,KIA Tigers,4.0,10.0,Final,광주,-
20240719-Doosan_Bears-LG_Twins,2024-07-19 18:30:00,2024,Doosan Bears,LG Twins,7.0,16.0,Final,잠실,-
20240719-KIA_Tigers-Hanwha_Eagles,2024-07-19 18:30:00,2024,KIA Tigers,Hanwha Eagles,7.0,3.0,Final,한밭,-
20240719-Kiwoom_Heroes-SSG_Landers,2024-07-19 18:30:00,2024,Kiwoom Heroes,SSG Landers,3.0,9.0,Final,문학,-
20240719-Lotte_Giants-Samsung_Lions,2024-07-19 18:30:00,2024,Lotte Giants,Samsung Lions,10.0,6.0,Final,대구,-
20240719-NC_Dinos-KT_Wiz,2024-07-19 18:30:00,2024,NC Dinos,KT Wiz,0.0,6.0,Final,수원,-
20240720-Doosan_Bears-LG_Twins,2024-07-20 18:00:00,2024,Doosan Bears,LG Twins,,,Postponed,잠실,우천취소
20240720-KIA_Tigers-Hanwha_Eagles,2024-07-20 18:00:00,2024,KIA Tigers,Hanwha Eagles,8.0,4.0,Final,한밭,-
20240720-Kiwoom_Heroes-SSG_Landers,2024-07-20 18:00:00,2024,Kiwoom Heroes,SSG Landers,,,Postponed,문학,우천취소
20240720-Lotte_Giants-Samsung_Lions,2024-07-20 18:00:00,2024,Lotte Giants,Samsung Lions,4.0,21.0,Final,대구,-
20240720-NC_Dinos-KT_Wiz,2024-07-20 18:00:00,2024,NC Dinos,KT Wiz,,,Postponed,수원,우천취소
20240721-Doosan_Bears-LG_Twins,2024-07-21 17:00:00,2024,Doosan Bears,LG Twins,3.0,6.0,Final,잠실,-
20240721-KIA_Tigers-Hanwha_Eagles,2024-07-21 17:00:00,2024,KIA Tigers,Hanwha Eagles,8.0,7.0,Final,한밭,-
20240721-Kiwoom_Heroes-SSG_Landers,2024-07-21 17:00:00,2024,Kiwoom Heroes,SSG Landers,7.0,2.0,Final,문학,-
20240721-Lotte_Giants-Samsung_Lions,2024-07-21 17:00:00,2024,Lotte Giants,Samsung Lions,5.0,6.0,Final,대구,-
20240721-NC_Dinos-KT_Wiz,2024-07-21 17:00:00,2024,NC Dinos,KT Wiz,8.0,2.0,Final,수원,-
20240723-Kiwoom_Heroes-Doosan_Bears,2024-07-23 18:30:00,2024,Kiwoom Heroes,Doosan Bears,3.0,6.0,Final,잠실,-
20240723-LG_Twins-Lotte_Giants,2024-07-23 18:30:00,2024,LG Twins,Lotte Giants,2.0,1.0,Final,사직,-
20240723-NC_Dinos-KIA_Tigers,2024-07-23 18:30:00,2024,NC Dinos,KIA Tigers,1.0,8.0,Final,광주,-
20240723-SSG_Landers-KT_Wiz,2024-07-23 18:30:00,2024,SSG Landers,KT Wiz,,,Postponed,수원,우천취소
20240723-Samsung_Lions-Hanwha_Eagles,2024-07-23 18:30:00,2024,Samsung Lions,Hanwha Eagles,5.0,6.0,Final,한밭,-
20240724-Kiwoom_Heroes-Doosan_Bears,2024-07-24 18:30:00,2024,Kiwoom Heroes,Doosan Bears,4.0,7.0,Final,잠실,-
20240724-LG_Twins-Lotte_Giants,2024-07-24 18:30:00,2024,LG Twins,Lotte Giants,,,Postponed,사직,그라운드사정
20240724-NC_Dinos-KIA_Tigers,2024-07-24 18:30:00,2024,NC Dinos,KIA Tigers,0.0,7.0,Final,광주,-
20240724-SSG_Landers-KT_Wiz,2024-07-24 18:30:00,2024,SSG Landers,KT Wiz,3.0,5.0,Final,수원,-
20240724-Samsung_Lions-Hanwha_Eagles,2024-07-24 18:30:00,2024,Samsung Lions,Hanwha Eagles,2.0,3.0,Final,한밭,-
20240725-Kiwoom_Heroes-Doosan_Bears,2024-07-25 18:30:00,2024,Kiwoom Heroes,Doosan Bears,6.0,1.0,Final,잠실,-
20240725-LG_Twins-Lotte_Giants,2024-07-25 18:30:00,2024,LG Twins,Lotte Giants,9.0,6.0,Final,사직,-
20240725-NC_Dinos-KIA_Tigers,2024-07-25 18:30:00,2024,NC Dinos,KIA Tigers,7.0,4.0,Final,광주,-
20240725-SSG_Landers-KT_Wiz,2024-07-25 18:30:00,2024,SSG Landers,KT Wiz,2.0,4.0,Final,수원,-
20240725-Samsung_Lions-Hanwha_Eagles,2024-07-25 18:30:00,2024,Samsung Lions,Hanwha Eagles,,,Postponed,한밭,우천취소
20240726-Doosan_Bears-SSG_Landers,2024-07-26 18:30:00,2024,Doosan Bears,SSG Landers,1.0,6.0,Final,문학,-
20240726-Hanwha_Eagles-LG_Twins,2024-07-26 18:30:00,2024,Hanwha Eagles,LG Twins,,,Postponed,잠실,우천취소
20240726-KIA_Tigers-Kiwoom_Heroes,2024-07-26 18:30:00,2024,KIA Tigers,Kiwoom Heroes,4.0,5.0,Final,고척,-
20240726-KT_Wiz-Samsung_Lions,2024-07-26 18:30:00,2024,KT Wiz,Samsung Lions,4.0,1.0,Final,대구,-
20240726-Lotte_Giants-NC_Dinos,2024-07-26 18:30:00,2024,Lotte Giants,NC Dinos,2.0,9.0,Final,창원,-
20240727-Doosan_Bears-SSG_Landers,2024-07-27 18:00:00,2024,Doosan Bears,SSG Landers,3.0,4.0,Final,문학,-
20240727-Hanwha_Eagles-LG_Twins,2024-07-27 18:00:00,2024,Hanwha Eagles,LG Twins,,,Postponed,잠실,우천취소
20240727-KIA_Tigers-Kiwoom_Heroes,2024-07-27 18:00:00,2024,KIA Tigers,Kiwoom Heroes,5.0,6.0,Final,고척,-
20240727-KT_Wiz-Samsung_Lions,2024-07-27 18:00:00,2024,KT Wiz,Samsung Lions,2.0,3.0,Final,대구,-
20240727-Lotte_Giants-NC_Dinos,2024-07-27 18:00:00,2024,Lotte Giants,NC Dinos,9.0,2.0,Final,창원,-
20240728-KIA_Tigers-Kiwoom_Heroes,2024-07-28 14:00:00,2024,KIA Tigers,Kiwoom Heroes,4.0,3.0,Final,고척,-
20240728-Doosan_Bears-SSG_Landers,2024-07-28 17:00:00,2024,Doosan Bears,SSG Landers,0.0,3.0,Final,문학,-
20240728-Hanwha_Eagles-LG_Twins,2024-07-28 17:00:00,2024,Hanwha Eagles,LG Twins,9.0,6.0,Final,잠실,-
20240728-KT_Wiz-Samsung_Lions,2024-07-28 17:00:00,2024,KT Wiz,Samsung Lions,4.0,3.0,Final,대구,-
20240728-Lotte_Giants-NC_Dinos,2024-07-28 17:00:00,2024,Lotte Giants,NC Dinos,10.0,6.0,Final,창원,-
20240730-Doosan_Bears-KIA_Tigers,2024-07-30 18:30:00,2024,Doosan Bears,KIA Tigers,12.0,7.0,Final,광주,-
20240730-Hanwha_Eagles-KT_Wiz,2024-07-30 18:30:00,2024,Hanwha Eagles,KT Wiz,6.0,4.0,Final,수원,-
20240730-Lotte_Giants-SSG_Landers,2024-07-30 18:30:00,2024,Lotte Giants,SSG Landers,5.0,11.0,Final,문학,-
20240730-NC_Dinos-Kiwoom_Heroes,2024-07-30 18:30:00,2024,NC Dinos,Kiwoom Heroes,2.0,6.0,Final,고척,-
20240730-Samsung_Lions-LG_Twins,2024-07-30 18:30:00,2024,Samsung Lions,LG Twins,7.0,1.0,Final,잠실,-
20240731-Doosan_Bears-KIA_Tigers,2024-07-31 18:30:00,2024,Doosan Bears,KIA Tigers,30.0,6.0,Final,광주,-
20240731-Hanwha_Eagles-KT_Wiz,2024-07-31 18:30:00,2024,Hanwha Eagles,KT Wiz,18.0,7.0,Final,수원,-
20240731-Lotte_Giants-SSG_Landers,2024-07-31 18:30:00,2024,Lotte Giants,SSG Landers,11.0,12.0,Final,문학,-
20240731-NC_Dinos-Kiwoom_Heroes,2024-07-31 18:30:00,2024,NC Dinos,Kiwoom Heroes,9.0,0.0,Final,고척,-
20240731-Samsung_Lions-LG_Twins,2024-07-31 18:30:00,2024,Samsung Lions,LG Twins,5.0,11.0,Final,잠실,-
20240801-Doosan_Bears-KIA_Tigers,2024-08-01 18:30:00,2024,Doosan Bears,KIA Tigers,1.0,0.0,Final,광주,-
20240801-Hanwha_Eagles-KT_Wiz,2024-08-01 18:30:00,2024,Hanwha Eagles,KT Wiz,14.0,8.0,Final,수원,-
20240801-Lotte_Giants-SSG_Landers,2024-08-01 18:30:00,2024,Lotte Giants,SSG Landers,4.0,2.0,Final,문학,-
20240801-NC_Dinos-Kiwoom_Heroes,2024-08-01 18:30:00,2024,NC Dinos,Kiwoom Heroes,9.0,14.0,Final,고척,-
20240801-Samsung_Lions-LG_Twins,2024-08-01 18:30:00,2024,Samsung Lions,LG Twins,7.0,0.0,Final,잠실,-
20240802-KIA_Tigers-Hanwha_Eagles,2024-08-02 18:30:00,2024,KIA Tigers,Hanwha Eagles,3.0,10.0,Final,한밭,-
20240802-KT_Wiz-NC_Dinos,2024-08-02 18:30:00,2024,KT Wiz,NC Dinos,9.0,7.0,Final,창원,-
20240802-Kiwoom_Heroes-Doosan_Bears,2024-08-02 18:30:00,2024,Kiwoom Heroes,Doosan Bears,6.0,4.0,Final,잠실,-
20240802-LG_Twins-Lotte_Giants,2024-08-02 18:30:00,2024,LG Twins,Lotte Giants,,,Postponed,울산,폭염취소
20240802-SSG_Landers-Samsung_Lions,2024-08-02 18:30:00,2024,SSG Landers,Samsung Lions,3.0,4.0,Final,대구,-
20240803-KIA_Tigers-Hanwha_Eagles,2024-08-03 18:00:00,2024,KIA Tigers,Hanwha Eagles,7.0,3.0,Final,한밭,-
20240803-KT_Wiz-NC_Dinos,2024-08-03 18:00:00,2024,KT Wiz,NC Dinos,,,Postponed,창원,우천취소
20240803-Kiwoom_Heroes-Doosan_Bears,2024-08-03 18:00:00,2024,Kiwoom Heroes,Doosan Bears,15.0,5.0,Final,잠실,-
20240803-LG_Twins-Lotte_Giants,2024-08-03 18:00:00,2024,LG Twins,Lotte Giants,3.0,8.0,Final,울산,-
20240803-SSG_Landers-Samsung_Lions,2024-08-03 18:00:00,2024,SSG Landers,Samsung Lions,4.0,12.0,Final,대구,-
20240804-KIA_Tigers-Hanwha_Eagles,2024-08-04 17:00:00,2024,KIA Tigers,Hanwha Eagles,,,Postponed,한밭,우천취소
20240804-KT_Wiz-NC_Dinos,2024-08-04 17:00:00,2024,KT Wiz,NC Dinos,5.0,15.0,Final,창원,-
20240804-Kiwoom_Heroes-Doosan_Bears,2024-08-04 17:00:00,2024,Kiwoom Heroes,Doosan Bears,,,Postponed,잠실,폭염취소
20240804-LG_Twins-Lotte_Giants,2024-08-04 17:00:00,2024,LG Twins,Lotte Giants,,,Postponed,울산,폭염취소
20240804-SSG_Landers-Samsung_Lions,2024-08-04 17:00:00,2024,SSG Landers,Samsung Lions,3.0,8.0,Final,대구,-
20240806-Hanwha_Eagles-Samsung_Lions,2024-08-06 18:30:00,2024,Hanwha Eagles,Samsung Lions,8.0,5.0,Final,대구,-
20240806-KT_Wiz-KIA_Tigers,2024-08-06 18:30:00,2024,KT Wiz,KIA Tigers,0.0,2.0,Final,광주,-
20240806-LG_Twins-Doosan_Bears,2024-08-06 18:30:00,2024,LG Twins,Doosan Bears,6.0,7.0,Final,잠실,-
20240806-NC_Dinos-Lotte_Giants,2024-08-06 18:30:00,2024,NC Dinos,Lotte Giants,5.0,6.0,Final,사직,-
20240806-SSG_Landers-Kiwoom_Heroes,2024-08-06 18:30:00,2024,SSG Landers,Kiwoom Heroes,6.0,2.0,Final,고척,-
20240807-Hanwha_Eagles-Samsung_Lions,2024-08-07 18:30:00,2024,Hanwha Eagles,Samsung Lions,6.0,10.0,Final,대구,-
20240807-KT_Wiz-KIA_Tigers,2024-08-07 18:30:00,2024,KT Wiz,KIA Tigers,13.0,2.0,Final,광주,-
20240807-LG_Twins-Doosan_Bears,2024-08-07 18:30:00,2024,LG Twins,Doosan Bears,4.0,8.0,Final,잠실,-
20240807-NC_Dinos-Lotte_Giants,2024-08-07 18:30:00,2024,NC Dinos,Lotte Giants,7.0,14.0,Final,사직,-
20240807-SSG_Landers-Kiwoom_Heroes,2024-08-07 18:30:00,2024,SSG Landers,Kiwoom Heroes,6.0,2.0,Final,고척,-
20240808-Hanwha_Eagles-Samsung_Lions,2024-08-08 18:30:00,2024,Hanwha Eagles,Samsung Lions,6.0,4.0,Final,대구,-
20240808-KT_Wiz-KIA_Tigers,2024-08-08 18:30:00,2024,KT Wiz,KIA Tigers,1.0,0.0,Final,광주,-
20240808-LG_Twins-Doosan_Bears,2024-08-08 18:30:00,2024,LG Twins,Doosan Bears,10.0,3.0,Final,잠실,-
20240808-NC_Dinos-Lotte_Giants,2024-08-08 18:30:00,2024,NC Dinos,Lotte Giants,,,Postponed,사직,우천취소
20240808-SSG_Landers-Kiwoom_Heroes,2024-08-08 18:30:00,2024,SSG Landers,Kiwoom Heroes,0.0,3.0,Final,고척,-
20240809-Doosan_Bears-SSG_Landers,2024-08-09 18:30:00,2024,Doosan Bears,SSG Landers,13.0,11.0,Final,문학,-
20240809-Kiwoom_Heroes-Hanwha_Eagles,2024-08-09 18:30:00,2024,Kiwoom Heroes,Hanwha Eagles,5.0,7.0,Final,한밭,-
20240809-Lotte_Giants-KT_Wiz,2024-08-09 18:30:00,2024,Lotte Giants,KT Wiz,6.0,10.0,Final,수원,-
20240809-NC_Dinos-LG_Twins,2024-08-09 18:30:00,2024,NC Dinos,LG Twins,9.0,10.0,Final,잠실,-
20240809-Samsung_Lions-KIA_Tigers,2024-08-09 18:30:00,2024,Samsung Lions,KIA Tigers,8.0,9.0,Final,광주,-
20240810-Doosan_Bears-SSG_Landers,2024-08-10 18:00:00,2024,Doosan Bears,SSG Landers,10.0,6.0,Final,문학,-
20240810-Kiwoom_Heroes-Hanwha_Eagles,2024-08-10 18:00:00,2024,Kiwoom Heroes,Hanwha Eagles,3.0,1.0,Final,한밭,-
20240810-Lotte_Giants-KT_Wiz,2024-08-10 18:00:00,2024,Lotte Giants,KT Wiz,2.0,0.0,Final,수원,-
20240810-NC_Dinos-LG_Twins,2024-08-10 18:00:00,2024,NC Dinos,LG Twins,3.0,9.0,Final,잠실,-
20240810-Samsung_Lions-KIA_Tigers,2024-08-10 18:00:00,2024,Samsung Lions,KIA Tigers,,,Postponed,광주,우천취소
20240811-Doosan_Bears-SSG_Landers,2024-08-11 18:00:00,2024,Doosan Bears,SSG Landers,9.0,11.0,Final,문학,-
20240811-Kiwoom_Heroes-Hanwha_Eagles,2024-08-11 18:00:00,2024,Kiwoom Heroes,Hanwha Eagles,7.0,3.0,Final,한밭,-
20240811-Lotte_Giants-KT_Wiz,2024-08-11 18:00:00,2024,Lotte Giants,KT Wiz,9.0,7.0,Final,수원,-
20240811-NC_Dinos-LG_Twins,2024-08-11 18:00:00,2024,NC Dinos,LG Twins,3.0,4.0,Final,잠실,-
20240811-Samsung_Lions-KIA_Tigers,2024-08-11 18:00:00,2024,Samsung Lions,KIA Tigers,5.0,4.0,Final,광주,-
20240813-KIA_Tigers-Kiwoom_Heroes,2024-08-13 18:30:00,2024,KIA Tigers,Kiwoom Heroes,2.0,0.0,Final,고척,-
20240813-KT_Wiz-Samsung_Lions,2024-08-13 18:30:00,2024,KT Wiz,Samsung Lions,2.0,7.0,Final,대구,-
20240813-LG_Twins-Hanwha_Eagles,2024-08-13 18:30:00,2024,LG Twins,Hanwha Eagles,3.0,2.0,Final,한밭,-
20240813-Lotte_Giants-Doosan_Bears,2024-08-13 18:30:00,2024,Lotte Giants,Doosan Bears,,,Postponed,잠실,우천취소
20240813-SSG_Landers-NC_Dinos,2024-08-13 18:30:00,2024,SSG Landers,NC Dinos,2.0,0.0,Final,창원,-
20240814-KIA_Tigers-Kiwoom_Heroes,2024-08-14 18:30:00,2024,KIA Tigers,Kiwoom Heroes,1.0,2.0,Final,고척,-
20240814-KT_Wiz-Samsung_Lions,2024-08-14 18:30:00,2024,KT Wiz,Samsung Lions,1.0,3.0,Final,대구,-
20240814-LG_Twins-Hanwha_Eagles,2024-08-14 18:30:00,2024,LG Twins,Hanwha Eagles,5.0,9.0,Final,한밭,-
20240814-Lotte_Giants-Doosan_Bears,2024-08-14 18:30:00,2024,Lotte Giants,Doosan Bears,12.0,2.0,Final,잠실,-
20240814-SSG_Landers-NC_Dinos,2024-08-14 18:30:00,2024,SSG Landers,NC Dinos,,,Postponed,창원,우천취소
20240815-KIA_Tigers-Kiwoom_Heroes,2024-08-15 17:00:00,2024,KIA Tigers,Kiwoom Heroes,12.0,1.0,Final,고척,-
20240815-KT_Wiz-Samsung_Lions,2024-08-15 18:00:00,2024,KT Wiz,Samsung Lions,5.0,3.0,Final,대구,-
20240815-LG_Twins-Hanwha_Eagles,2024-08-15 18:00:00,2024,LG Twins,Hanwha Eagles,17.0,3.0,Final,한밭,-
20240815-Lotte_Giants-Doosan_Bears,2024-08-15 18:00:00,2024,Lotte Giants,Doosan Bears,3.0,4.0,Final,잠실,-
20240815-SSG_Landers-NC_Dinos,2024-08-15 18:00:00,2024,SSG Landers,NC Dinos,10.0,5.0,Final,창원,-
20240816-Doosan_Bears-KT_Wiz,2024-08-16 18:30:00,2024,Doosan Bears,KT Wiz,5.0,0.0,Final,수원,-
20240816-Hanwha_Eagles-SSG_Landers,2024-08-16 18:30:00,2024,Hanwha Eagles,SSG Landers,2.0,1.0,Final,문학,-
20240816-KIA_Tigers-LG_Twins,2024-08-16 18:30:00,2024,KIA Tigers,LG Twins,3.0,2.0,Final,잠실,-
20240816-Kiwoom_Heroes-Lotte_Giants,2024-08-16 18:30:00,2024,Kiwoom Heroes,Lotte Giants,0.0,4.0,Final,사직,-
20240816-Samsung_Lions-NC_Dinos,2024-08-16 18:30:00,2024,Samsung Lions,NC Dinos,7.0,3.0,Final,창원,-
20240817-Doosan_Bears-KT_Wiz,2024-08-17 18:00:00,2024,Doosan Bears,KT Wiz,3.0,2.0,Final,수원,-
20240817-Hanwha_Eagles-SSG_Landers,2024-08-17 18:00:00,2024,Hanwha Eagles,SSG Landers,8.0,5.0,Final,문학,-
20240817-KIA_Tigers-LG_Twins,2024-08-17 18:00:00,2024,KIA Tigers,LG Twins,14.0,4.0,Final,잠실,-
20240817-Kiwoom_Heroes-Lotte_Giants,2024-08-17 18:00:00,2024,Kiwoom Heroes,Lotte Giants,8.0,7.0,Final,사직,-
20240817-Samsung_Lions-NC_Dinos,2024-08-17 18:00:00,2024,Samsung Lions,NC Dinos,5.0,4.0,Final,창원,-
20240818-Doosan_Bears-KT_Wiz,2024-08-18 18:00:00,2024,Doosan Bears,KT Wiz,4.0,5.0,Final,수원,-
20240818-Hanwha_Eagles-SSG_Landers,2024-08-18 18:00:00,2024,Hanwha Eagles,SSG Landers,7.0,1.0,Final,문학,-
20240818-KIA_Tigers-LG_Twins,2024-08-18 18:00:00,2024,KIA Tigers,LG Twins,4.0,0.0,Final,잠실,-
20240818-Kiwoom_Heroes-Lotte_Giants,2024-08-18 18:00:00,2024,Kiwoom Heroes,Lotte Giants,4.0,5.0,Final,사직,-
20240818-Samsung_Lions-NC_Dinos,2024-08-18 18:00:00,2024,Samsung Lions,NC Dinos,5.0,3.0,Final,창원,-
20240820-Doosan_Bears-Samsung_Lions,2024-08-20 18:30:00,2024,Doosan Bears,Samsung Lions,0.0,3.0,Final,포항,-
20240820-Kiwoom_Heroes-KT_Wiz,2024-08-20 18:30:00,2024,Kiwoom Heroes,KT Wiz,3.0,2.0,Final,수원,-
20240820-Lotte_Giants-KIA_Tigers,2024-08-20 18:30:00,2024,Lotte Giants,KIA Tigers,,,Postponed,광주,우천취소
20240820-NC_Dinos-Hanwha_Eagles,2024-08-20 18:30:00,2024,NC Dinos,Hanwha Eagles,2.0,3.0,Final,청주,-
20240820-SSG_Landers-LG_Twins,2024-08-20 18:30:00,2024,SSG Landers,LG Twins,3.0,4.0,Final,잠실,-
20240821-Doosan_Bears-Samsung_Lions,2024-08-21 18:30:00,2024,Doosan Bears,Samsung Lions,5.0,2.0,Final,포항,-
20240821-Kiwoom_Heroes-KT_Wiz,2024-08-21 18:30:00,2024,Kiwoom Heroes,KT Wiz,0.0,5.0,Final,수원,-
20240821-Lotte_Giants-KIA_Tigers,2024-08-21 18:30:00,2024,Lotte Giants,KIA Tigers,5.0,6.0,Final,광주,-
20240821-NC_Dinos-Hanwha_Eagles,2024-08-21 18:30:00,2024,NC Dinos,Hanwha Eagles,8.0,2.0,Final,청주,-
20240821-SSG_Landers-LG_Twins,2024-08-21 18:30:00,2024,SSG Landers,LG Twins,5.0,1.0,Final,잠실,-
20240822-Doosan_Bears-Samsung_Lions,2024-08-22 18:30:00,2024,Doosan Bears,Samsung Lions,,,Postponed,포항,폭염취소
20240822-Kiwoom_Heroes-KT_Wiz,2024-08-22 18:30:00,2024,Kiwoom Heroes,KT Wiz,2.0,3.0,Final,수원,-
20240822-Lotte_Giants-KIA_Tigers,2024-08-22 18:30:00,2024,Lotte Giants,KIA Tigers,4.0,6.0,Final,광주,-
20240822-NC_Dinos-Hanwha_Eagles,2024-08-22 18:30:00,2024,NC Dinos,Hanwha Eagles,,,Postponed,청주,우천취소
20240822-SSG_Landers-LG_Twins,2024-08-22 18:30:00,2024,SSG Landers,LG Twins,3.0,13.0,Final,잠실,-
20240823-Hanwha_Eagles-Doosan_Bears,2024-08-23 18:30:00,2024,Hanwha Eagles,Doosan Bears,7.0,4.0,Final,잠실,-
20240823-KIA_Tigers-NC_Dinos,2024-08-23 18:30:00,2024,KIA Tigers,NC Dinos,4.0,17.0,Final,창원,-
20240823-KT_Wiz-SSG_Landers,2024-08-23 18:30:00,2024,KT Wiz,SSG Landers,11.0,6.0,Final,문학,-
20240823-LG_Twins-Kiwoom_Heroes,2024-08-23 18:30:00,2024,LG Twins,Kiwoom Heroes,3.0,9.0,Final,고척,-
20240823-Lotte_Giants-Samsung_Lions,2024-08-23 18:30:00,2024,Lotte Giants,Samsung Lions,3.0,5.0,Final,대구,-
20240824-Hanwha_Eagles-Doosan_Bears,2024-08-24 18:00:00,2024,Hanwha Eagles,Doosan Bears,7.0,6.0,Final,잠실,-
20240824-KIA_Tigers-NC_Dinos,2024-08-24 18:00:00,2024,KIA Tigers,NC Dinos,2.0,0.0,Final,창원,-
20240824-KT_Wiz-SSG_Landers,2024-08-24 18:00:00,2024,KT Wiz,SSG Landers,9.0,3.0,Final,문학,-
20240824-LG_Twins-Kiwoom_Heroes,2024-08-24 18:00:00,2024,LG Twins,Kiwoom Heroes,7.0,0.0,Final,고척,-
20240824-Lotte_Giants-Samsung_Lions,2024-08-24 18:00:00,2024,Lotte Giants,Samsung Lions,11.0,3.0,Final,대구,-
20240825-LG_Twins-Kiwoom_Heroes,2024-08-25 14:00:00,2024,LG Twins,Kiwoom Heroes,4.0,6.0,Final,고척,-
20240825-Hanwha_Eagles-Doosan_Bears,2024-08-25 18:00:00,2024,Hanwha Eagles,Doosan Bears,3.0,1.0,Final,잠실,-
20240825-KIA_Tigers-NC_Dinos,2024-08-25 18:00:00,2024,KIA Tigers,NC Dinos,2.0,8.0,Final,창원,-
20240825-KT_Wiz-SSG_Landers,2024-08-25 18:00:00,2024,KT Wiz,SSG Landers,3.0,4.0,Final,문학,-
20240825-Lotte_Giants-Samsung_Lions,2024-08-25 18:00:00,2024,Lotte Giants,Samsung Lions,5.0,10.0,Final,대구,-
20240827-Doosan_Bears-NC_Dinos,2024-08-27 18:30:00,2024,Doosan Bears,NC Dinos,13.0,7.0,Final,창원,-
20240827-Hanwha_Eagles-Lotte_Giants,2024-08-27 18:30:00,2024,Hanwha Eagles,Lotte Giants,1.0,3.0,Final,사직,-
20240827-KT_Wiz-LG_Twins,2024-08-27 18:30:00,2024,KT Wiz,LG Twins,1.0,6.0,Final,잠실,-
20240827-SSG_Landers-KIA_Tigers,2024-08-27 18:30:00,2024,SSG Landers,KIA Tigers,4.0,10.0,Final,광주,-
