game_pk,venue_id,context_source,is_day_game,park_factor,park_run_factor,weather_temp_c,weather_humidity,weather_precip_mm,weather_wind_kmh,weather_wind_dir
746849,17,previous_day1,0.0,101.0,102.0,,,,,
746850,17,previous_day1,0.0,101.0,102.0,,,,,
746851,17,previous_day1,1.0,101.0,102.0,,,,,
746852,17,previous_day1,0.0,101.0,102.0,,,,,
746853,17,previous_day1,1.0,101.0,102.0,,,,,
746854,17,previous_day1,1.0,101.0,102.0,,,,,
746855,17,previous_day1,1.0,101.0,102.0,,,,,
746856,17,previous_day1,1.0,101.0,102.0,,,,,
746857,17,previous_day1,1.0,101.0,102.0,,,,,
746858,17,previous_day1,0.0,101.0,102.0,,,,,
746859,17,previous_day1,1.0,101.0,102.0,,,,,
746860,17,previous_day1,0.0,101.0,102.0,,,,,
746861,17,previous_day1,1.0,101.0,102.0,,,,,
746862,17,previous_day1,0.0,101.0,102.0,,,,,
746863,17,previous_day1,1.0,101.0,102.0,,,,,
746864,17,previous_day1,1.0,101.0,102.0,,,,,
746865,17,previous_day1,1.0,101.0,102.0,,,,,
746866,17,previous_day1,1.0,101.0,102.0,,,,,
746867,17,previous_day1,0.0,101.0,102.0,,,,,
746868,17,previous_day1,0.0,101.0,102.0,,,,,
746869,17,previous_day1,1.0,101.0,102.0,,,,,
746870,17,previous_day1,0.0,101.0,102.0,,,,,
746871,17,previous_day1,1.0,101.0,102.0,,,,,
746872,17,previous_day1,0.0,101.0,102.0,,,,,
746873,17,previous_day1,0.0,101.0,102.0,,,,,
746874,17,previous_day1,1.0,101.0,102.0,,,,,
746875,17,previous_day1,0.0,101.0,102.0,,,,,
746876,17,previous_day1,0.0,101.0,102.0,,,,,
746877,17,previous_day1,1.0,101.0,102.0,,,,,
746878,17,previous_day1,1.0,101.0,102.0,,,,,
746879,17,previous_day1,1.0,101.0,102.0,,,,,
746880,17,previous_day1,1.0,101.0,102.0,,,,,
746881,17,previous_day1,0.0,101.0,102.0,,,,,
746882,17,previous_day1,1.0,101.0,102.0,,,,,
746883,17,previous_day1,1.0,101.0,102.0,,,,,
746884,17,previous_day1,1.0,101.0,102.0,,,,,
746885,17,previous_day1,0.0,101.0,102.0,,,,,
746886,17,previous_day1,0.0,101.0,102.0,,,,,
746887,17,previous_day1,1.0,101.0,102.0,,,,,
746888,17,previous_day1,0.0,101.0,102.0,,,,,
746889,17,previous_day1,0.0,101.0,102.0,,,,,
746890,17,previous_day1,1.0,101.0,102.0,,,,,
746892,17,previous_day1,1.0,101.0,102.0,,,,,
746893,17,previous_day1,1.0,101.0,102.0,,,,,
746894,17,previous_day1,1.0,101.0,102.0,,,,,
746895,17,previous_day1,1.0,101.0,102.0,,,,,
746896,17,previous_day1,1.0,101.0,102.0,,,,,
746897,17,previous_day1,1.0,101.0,102.0,,,,,
746898,17,previous_day1,0.0,101.0,102.0,,,,,
746899,17,previous_day1,1.0,101.0,102.0,,,,,
746900,17,previous_day1,0.0,101.0,102.0,,,,,
746901,3,previous_day1,1.0,108.0,117.0,19.1,65.0,0.0,10.7,78.0
746902,3,previous_day1,1.0,108.0,117.0,19.2,75.0,0.0,14.3,56.0
746903,3,previous_day1,1.0,108.0,117.0,16.6,77.0,0.0,17.8,18.0
746904,3,previous_day1,0.0,108.0,117.0,20.2,57.0,0.0,6.1,360.0
746905,3,previous_day1,0.0,108.0,117.0,17.1,73.0,0.0,17.3,12.0
746907,3,previous_day1,0.0,108.0,117.0,21.3,28.0,0.0,9.4,266.0
746908,3,previous_day1,0.0,108.0,117.0,20.6,41.0,0.0,10.5,117.0
746909,3,previous_day1,0.0,108.0,117.0,21.9,42.0,0.0,10.7,225.0
746910,3,previous_day1,1.0,108.0,117.0,20.1,38.0,0.0,21.5,256.0
746911,3,previous_day1,0.0,108.0,117.0,20.8,68.0,0.0,9.6,124.0
746912,3,previous_day1,0.0,108.0,117.0,18.9,86.0,0.0,12.8,58.0
746913,3,previous_day1,0.0,108.0,117.0,26.1,48.0,0.0,16.9,333.0
746914,3,previous_day1,0.0,108.0,117.0,17.6,64.0,0.0,11.3,68.0
746915,3,previous_day1,0.0,108.0,117.0,17.9,92.0,0.0,8.0,117.0
746916,3,previous_day1,0.0,108.0,117.0,26.1,58.0,0.0,7.8,103.0
746917,3,previous_day1,1.0,108.0,117.0,28.9,33.0,0.0,13.2,287.0
746918,3,previous_day1,1.0,108.0,117.0,30.1,34.0,0.0,4.5,61.0
746919,3,previous_day1,0.0,108.0,117.0,27.0,41.0,0.0,13.4,82.0
746920,3,previous_day1,0.0,108.0,117.0,25.4,38.0,0.0,11.3,277.0
746921,3,previous_day1,0.0,108.0,117.0,19.9,84.0,0.0,10.1,207.0
746922,3,previous_day1,1.0,108.0,117.0,30.0,48.0,0.0,19.3,256.0
746923,3,previous_day1,1.0,108.0,117.0,27.4,33.0,0.0,18.7,242.0
746924,3,previous_day1,0.0,108.0,117.0,26.4,43.0,0.0,11.2,312.0
746925,3,previous_day1,1.0,108.0,117.0,28.4,71.0,0.0,28.5,178.0
746926,3,previous_day1,0.0,108.0,117.0,28.6,55.0,0.0,23.1,194.0
746927,3,previous_day1,0.0,108.0,117.0,26.9,76.0,0.0,27.4,163.0
746928,3,previous_day1,0.0,108.0,117.0,23.4,76.0,0.0,13.3,199.0
746929,3,previous_day1,0.0,108.0,117.0,19.8,73.0,0.0,12.0,74.0
746930,3,previous_day1,1.0,108.0,117.0,26.0,73.0,0.0,11.4,191.0
746931,3,previous_day1,0.0,108.0,117.0,28.4,40.0,0.0,13.7,125.0
746932,3,previous_day1,1.0,108.0,117.0,32.9,37.0,0.0,1.4,270.0
746933,3,previous_day1,0.0,108.0,117.0,28.2,29.0,0.0,14.7,324.0
746934,3,previous_day1,0.0,108.0,117.0,28.3,67.0,0.0,24.3,187.0
746935,3,previous_day1,0.0,108.0,117.0,30.8,47.0,0.0,21.7,199.0
746936,3,previous_day1,0.0,108.0,117.0,29.6,63.0,0.0,19.3,209.0
746937,3,previous_day1,0.0,108.0,117.0,29.4,64.0,0.0,15.1,198.0
746938,3,previous_day1,1.0,108.0,117.0,31.6,59.0,0.0,26.2,217.0
746939,3,previous_day1,0.0,108.0,117.0,22.2,45.0,0.0,13.4,98.0
746940,3,previous_day1,1.0,108.0,117.0,24.8,54.0,0.0,23.9,185.0
746941,3,previous_day1,0.0,108.0,117.0,24.0,59.0,0.0,15.5,265.0
746942,3,previous_day1,0.0,108.0,117.0,26.0,73.0,0.0,17.0,167.0
746943,3,previous_day1,0.0,108.0,117.0,28.8,34.0,0.0,13.5,261.0
746944,3,previous_day1,0.0,108.0,117.0,26.3,50.0,0.0,20.7,188.0
746945,3,previous_day1,0.0,108.0,117.0,19.7,53.0,0.0,13.2,119.0
746946,3,previous_day1,0.0,108.0,117.0,21.0,33.0,0.0,18.7,326.0
746947,3,previous_day1,0.0,108.0,117.0,21.9,75.0,0.0,14.0,226.0
746948,3,previous_day1,0.0,108.0,117.0,25.1,40.0,0.0,12.1,260.0
746949,3,previous_day1,0.0,108.0,117.0,19.8,67.0,0.0,14.6,99.0
746950,3,previous_day1,1.0,108.0,117.0,28.7,48.0,0.0,17.9,205.0
746951,3,previous_day1,0.0,108.0,117.0,21.0,52.0,0.0,8.4,83.0
746952,3,previous_day1,1.0,108.0,117.0,23.0,40.0,0.0,15.5,72.0
746953,3,previous_day1,1.0,108.0,117.0,26.1,41.0,0.0,10.5,68.0
746954,3,previous_day1,0.0,108.0,117.0,14.0,83.0,0.0,3.8,107.0
746955,3,previous_day1,0.0,108.0,117.0,16.6,71.0,0.0,6.6,103.0
746956,3,previous_day1,0.0,108.0,117.0,26.5,28.0,0.0,22.4,276.0
746957,3,previous_day1,1.0,108.0,117.0,27.3,48.0,0.0,12.7,188.0
746958,3,previous_day1,1.0,108.0,117.0,23.7,42.0,0.0,13.6,68.0
746959,3,previous_day1,0.0,108.0,117.0,13.8,93.0,0.0,10.0,41.0
746960,3,previous_day1,0.0,108.0,117.0,18.0,89.0,0.0,7.2,53.0
746961,3,previous_day1,0.0,108.0,117.0,17.3,55.0,0.0,10.8,105.0
746962,3,previous_day1,0.0,108.0,117.0,19.9,52.0,0.0,20.5,177.0
746963,3,previous_day1,1.0,108.0,117.0,12.1,63.0,0.0,19.3,66.0
746964,3,previous_day1,0.0,108.0,117.0,9.5,61.0,0.0,14.5,55.0
746965,3,previous_day1,1.0,108.0,117.0,14.3,43.0,0.0,9.5,101.0
746966,3,previous_day1,0.0,108.0,117.0,7.8,83.0,0.0,9.7,75.0
746967,3,previous_day1,0.0,108.0,117.0,19.0,61.0,0.0,14.4,212.0
746968,3,previous_day1,0.0,108.0,117.0,6.5,92.0,0.0,17.0,85.0
746969,3,previous_day1,1.0,108.0,117.0,17.4,68.0,0.0,12.8,164.0
746970,3,previous_day1,1.0,108.0,117.0,7.9,68.0,0.0,13.7,63.0
746971,3,previous_day1,1.0,108.0,117.0,15.4,35.0,0.0,18.2,81.0
746972,3,previous_day1,0.0,108.0,117.0,8.9,35.0,0.0,12.4,107.0
746973,3,previous_day1,0.0,108.0,117.0,7.6,71.0,0.0,18.1,83.0
746974,3,previous_day1,1.0,108.0,117.0,15.4,61.0,0.0,13.0,267.0
746975,3,previous_day1,1.0,108.0,117.0,11.5,69.0,0.0,22.7,228.0
746976,3,previous_day1,0.0,108.0,117.0,13.7,50.0,0.0,12.6,275.0
746977,3,previous_day1,0.0,108.0,117.0,12.6,96.0,0.0,11.1,126.0
746978,3,previous_day1,0.0,108.0,117.0,13.1,86.0,0.0,20.5,178.0
746979,3,previous_day1,1.0,108.0,117.0,9.1,72.0,0.0,23.7,242.0
746980,3,previous_day1,0.0,108.0,117.0,10.2,77.0,0.0,13.8,96.0
746981,3,previous_day1,1.0,108.0,117.0,10.1,52.0,0.0,16.9,78.0
746982,2,previous_day1,1.0,101.0,102.0,20.9,80.0,0.0,9.8,66.0
746983,2,previous_day1,1.0,101.0,102.0,25.9,56.0,0.0,8.3,124.0
746984,2,previous_day1,0.0,101.0,102.0,25.4,54.0,0.0,7.9,114.0
746985,2,previous_day1,1.0,101.0,102.0,25.3,70.0,0.0,3.6,354.0
746986,2,previous_day1,1.0,101.0,102.0,16.2,79.0,0.7,9.7,333.0
746987,2,previous_day1,0.0,101.0,102.0,24.2,66.0,0.0,8.6,90.0
746988,2,previous_day1,0.0,101.0,102.0,25.5,50.0,0.0,11.2,45.0
746989,2,previous_day1,1.0,101.0,102.0,19.6,39.0,0.0,13.6,282.0
746990,2,previous_day1,0.0,101.0,102.0,24.2,39.0,0.0,10.2,98.0
746991,2,previous_day1,0.0,101.0,102.0,22.6,28.0,0.0,9.5,53.0
746992,2,previous_day1,1.0,101.0,102.0,27.1,27.0,0.0,18.0,327.0
746993,2,previous_day1,0.0,101.0,102.0,25.2,56.0,0.0,11.4,118.0
746994,2,previous_day1,0.0,101.0,102.0,28.3,41.0,0.0,11.8,140.0
746995,2,previous_day1,0.0,101.0,102.0,26.5,31.0,0.0,10.3,115.0
746996,2,previous_day1,1.0,101.0,102.0,30.0,33.0,0.0,16.4,123.0
746997,2,previous_day1,0.0,101.0,102.0,25.3,77.0,0.0,18.3,135.0
746998,2,previous_day1,0.0,101.0,102.0,24.8,34.0,0.0,7.9,317.0
746999,2,previous_day1,1.0,101.0,102.0,31.6,54.0,0.0,10.1,197.0
747000,2,previous_day1,0.0,101.0,102.0,28.8,35.0,0.0,11.9,358.0
747001,2,previous_day1,0.0,101.0,102.0,29.9,40.0,0.0,19.3,147.0
747002,2,previous_day1,0.0,101.0,102.0,29.8,31.0,0.0,6.4,27.0
747003,2,previous_day1,1.0,101.0,102.0,29.5,65.0,0.0,2.1,239.0
747004,2,previous_day1,0.0,101.0,102.0,27.5,37.0,0.0,9.9,303.0
747005,2,previous_day1,0.0,101.0,102.0,28.9,69.0,0.0,19.4,145.0
747006,2,previous_day1,1.0,101.0,102.0,31.8,32.0,0.0,12.6,117.0
747007,2,previous_day1,1.0,101.0,102.0,35.5,34.0,0.0,13.6,169.0
747008,2,previous_day1,1.0,101.0,102.0,32.5,31.0,0.0,12.3,111.0
747009,2,previous_day1,1.0,101.0,102.0,36.1,39.0,0.0,12.3,232.0
747010,2,previous_day1,0.0,101.0,102.0,27.6,42.0,0.0,10.0,116.0
747011,2,previous_day1,0.0,101.0,102.0,32.1,36.0,0.0,13.7,305.0
747012,2,previous_day1,0.0,101.0,102.0,24.8,91.0,2.2,7.4,299.0
747013,2,previous_day1,1.0,101.0,102.0,32.5,58.0,0.0,12.6,103.0
747014,2,previous_day1,0.0,101.0,102.0,34.8,43.0,0.0,13.8,160.0
747015,2,previous_day1,0.0,101.0,102.0,31.8,61.0,0.0,27.9,151.0
747016,2,previous_day1,0.0,101.0,102.0,31.7,58.0,0.0,8.3,95.0
747017,2,previous_day1,0.0,101.0,102.0,28.1,53.0,0.0,18.1,121.0
747018,2,previous_day1,0.0,101.0,102.0,30.0,62.0,0.0,22.5,153.0
747019,2,previous_day1,0.0,101.0,102.0,27.9,69.0,0.0,0.4,90.0
747020,2,previous_day1,0.0,101.0,102.0,31.3,31.0,0.0,8.8,282.0
747021,2,previous_day1,0.0,101.0,102.0,26.3,33.0,0.0,30.8,325.0
747022,2,previous_day1,0.0,101.0,102.0,34.3,22.0,0.0,17.2,200.0
747023,2,previous_day1,1.0,101.0,102.0,29.6,37.0,0.0,13.0,118.0
747024,2,previous_day1,1.0,101.0,102.0,29.2,30.0,0.0,16.2,328.0
747025,2,previous_day1,0.0,101.0,102.0,28.7,48.0,0.0,12.1,23.0
747026,2,previous_day1,1.0,101.0,102.0,31.2,43.0,0.0,16.2,181.0
747027,2,previous_day1,0.0,101.0,102.0,23.3,45.0,0.0,7.2,37.0
747028,2,previous_day1,0.0,101.0,102.0,27.1,38.0,0.0,9.5,155.0
747029,2,previous_day1,1.0,101.0,102.0,29.1,23.0,0.0,6.3,257.0
747030,2,previous_day1,1.0,101.0,102.0,31.4,24.0,0.0,13.9,217.0
747031,2,previous_day1,0.0,101.0,102.0,18.3,75.0,0.0,2.5,270.0
747032,2,previous_day1,0.0,101.0,102.0,23.4,28.0,0.0,11.9,331.0
747033,2,previous_day1,0.0,101.0,102.0,26.2,35.0,0.4,16.6,246.0
747034,2,previous_day1,1.0,101.0,102.0,25.6,66.0,0.0,18.4,184.0
747035,2,previous_day1,1.0,101.0,102.0,20.6,78.0,0.0,6.9,81.0
747036,2,previous_day1,1.0,101.0,102.0,19.2,75.0,0.7,8.0,126.0
747037,2,previous_day1,0.0,101.0,102.0,20.3,75.0,0.0,17.7,119.0
747038,2,previous_day1,1.0,101.0,102.0,15.7,95.0,2.9,15.1,57.0
747040,2,previous_day1,0.0,101.0,102.0,21.8,50.0,0.0,16.1,151.0
747041,2,previous_day1,1.0,101.0,102.0,17.9,34.0,0.0,13.8,123.0
747042,2,previous_day1,1.0,101.0,102.0,16.2,63.0,0.0,14.6,310.0
747043,2,previous_day1,0.0,101.0,102.0,9.9,88.0,1.1,17.8,32.0
747044,2,previous_day1,1.0,101.0,102.0,30.7,33.0,0.0,16.9,286.0
747045,2,previous_day1,1.0,101.0,102.0,28.7,43.0,0.0,10.5,266.0
747046,2,previous_day1,0.0,101.0,102.0,29.7,36.0,0.0,12.0,139.0
747047,2,previous_day1,0.0,101.0,102.0,28.6,34.0,0.4,23.1,274.0
747048,2,previous_day1,0.0,101.0,102.0,27.4,26.0,0.0,6.8,302.0
747049,2,previous_day1,1.0,101.0,102.0,15.5,84.0,0.0,10.7,57.0
747050,2,previous_day1,0.0,101.0,102.0,14.9,25.0,0.0,18.2,115.0
747051,2,previous_day1,0.0,101.0,102.0,21.6,24.0,0.0,11.4,118.0
747052,2,previous_day1,1.0,101.0,102.0,15.6,37.0,0.0,15.5,158.0
747053,2,previous_day1,0.0,101.0,102.0,26.0,40.0,0.0,18.2,330.0
747054,2,previous_day1,1.0,101.0,102.0,14.4,43.0,0.0,36.3,290.0
747055,2,previous_day1,0.0,101.0,102.0,13.2,69.0,0.0,17.9,230.0
747056,2,previous_day1,1.0,101.0,102.0,25.1,25.0,0.0,28.6,203.0
747057,2,previous_day1,0.0,101.0,102.0,10.1,95.0,0.0,16.6,68.0
747058,2,previous_day1,0.0,101.0,102.0,11.6,96.0,0.0,12.7,75.0
747059,2,previous_day1,1.0,101.0,102.0,12.0,95.0,0.4,14.8,67.0
747060,2,previous_day1,1.0,101.0,102.0,8.3,89.0,0.7,22.1,323.0
747061,4705,previous_day1,1.0,101.0,102.0,23.6,70.0,0.0,12.2,225.0
747062,2,previous_day1,1.0,101.0,102.0,17.3,50.0,0.0,13.2,287.0
747063,2,previous_day1,1.0,101.0,102.0,18.2,31.0,0.0,10.4,194.0
747065,4705,previous_day1,0.0,101.0,102.0,19.2,84.0,0.0,16.7,174.0
747066,4705,previous_day1,0.0,101.0,102.0,18.9,90.0,0.0,6.3,193.0
747067,4705,previous_day1,0.0,101.0,102.0,27.5,37.0,0.0,13.7,63.0
747068,4705,previous_day1,0.0,101.0,102.0,31.0,35.0,0.0,12.2,225.0
747069,4705,previous_day1,0.0,101.0,102.0,24.6,73.0,0.0,16.1,80.0
747070,4705,previous_day1,0.0,101.0,102.0,24.8,60.0,0.0,11.4,79.0
747071,4705,previous_day1,0.0,101.0,102.0,24.6,58.0,0.0,14.1,84.0
747072,4705,previous_day1,1.0,101.0,102.0,26.0,38.0,0.0,10.9,81.0
747073,4705,previous_day1,0.0,101.0,102.0,25.9,52.0,0.0,11.8,78.0
747074,4705,previous_day1,0.0,101.0,102.0,25.7,47.0,0.0,7.3,57.0
747075,4705,previous_day1,0.0,101.0,102.0,26.9,31.0,0.0,16.3,72.0
747076,4705,previous_day1,0.0,101.0,102.0,27.4,37.0,0.0,17.6,325.0
747077,4705,previous_day1,0.0,101.0,102.0,30.6,21.0,0.0,9.8,82.0
747078,4705,previous_day1,1.0,101.0,102.0,29.3,35.0,0.0,9.2,69.0
747079,4705,previous_day1,0.0,101.0,102.0,28.3,38.0,0.0,13.6,68.0
747080,4705,previous_day1,0.0,101.0,102.0,29.2,26.0,0.0,13.4,82.0
747081,4705,previous_day1,1.0,101.0,102.0,32.0,53.0,0.0,16.1,290.0
747082,4705,previous_day1,0.0,101.0,102.0,28.9,39.0,0.0,8.3,108.0
747083,4705,previous_day1,0.0,101.0,102.0,29.1,33.0,0.0,16.6,326.0
747084,4705,previous_day1,0.0,101.0,102.0,29.6,35.0,0.0,7.6,59.0
747085,4705,previous_day1,0.0,101.0,102.0,34.2,35.0,0.0,16.8,318.0
747086,4705,previous_day1,0.0,101.0,102.0,33.1,36.0,0.0,17.5,341.0
747087,4705,previous_day1,0.0,101.0,102.0,29.7,52.0,0.0,11.6,275.0
747088,4705,previous_day1,1.0,101.0,102.0,32.1,49.0,0.0,4.7,94.0
747089,4705,previous_day1,0.0,101.0,102.0,33.7,42.0,0.0,17.9,242.0
747091,4705,previous_day1,1.0,101.0,102.0,27.5,76.0,0.0,3.1,315.0
747092,4705,previous_day1,0.0,101.0,102.0,31.9,52.0,0.0,13.0,251.0
747094,4705,previous_day1,1.0,101.0,102.0,26.5,81.0,0.0,3.1,216.0
747095,4705,previous_day1,0.0,101.0,102.0,26.9,77.0,0.0,10.3,205.0
747096,4705,previous_day1,0.0,101.0,102.0,23.4,95.0,0.0,6.0,25.0
747097,4705,previous_day1,0.0,101.0,102.0,29.7,68.0,0.0,9.0,37.0
747098,4705,previous_day1,1.0,101.0,102.0,29.7,72.0,0.0,5.3,118.0
747099,4705,previous_day1,0.0,101.0,102.0,31.0,65.0,0.0,11.2,186.0
747100,4705,previous_day1,0.0,101.0,102.0,34.9,33.0,0.0,7.6,121.0
747101,4705,previous_day1,1.0,101.0,102.0,32.6,55.0,0.0,11.5,314.0
747102,4705,previous_day1,0.0,101.0,102.0,27.3,68.0,0.0,8.0,63.0
747103,4705,previous_day1,0.0,101.0,102.0,34.9,38.0,0.0,9.3,196.0
747104,4705,previous_day1,1.0,101.0,102.0,30.1,68.0,0.0,9.4,337.0
747105,4705,previous_day1,0.0,101.0,102.0,30.5,48.0,0.0,13.2,145.0
747106,4705,previous_day1,1.0,101.0,102.0,28.3,44.0,0.0,21.6,91.0
747107,4705,previous_day1,0.0,101.0,102.0,32.0,30.0,0.0,20.2,86.0
747108,4705,previous_day1,0.0,101.0,102.0,33.0,35.0,0.0,16.7,123.0
747109,4705,previous_day1,1.0,101.0,102.0,34.0,30.0,0.0,7.7,127.0
747110,4705,previous_day1,1.0,101.0,102.0,27.1,51.0,0.0,11.3,207.0
747111,4705,previous_day1,1.0,101.0,102.0,25.0,46.0,0.0,26.4,151.0
747112,4705,previous_day1,0.0,101.0,102.0,35.3,25.0,0.0,8.3,342.0
747113,4705,previous_day1,1.0,101.0,102.0,35.8,30.0,0.0,11.7,225.0
747114,4705,previous_day1,0.0,101.0,102.0,26.1,29.0,0.0,17.3,329.0
747115,4705,previous_day1,0.0,101.0,102.0,27.6,30.0,0.0,19.3,315.0
747116,4705,previous_day1,0.0,101.0,102.0,28.1,29.0,0.0,13.4,117.0
747117,4705,previous_day1,0.0,101.0,102.0,26.5,33.0,0.0,21.1,316.0
747118,4705,previous_day1,1.0,101.0,102.0,31.3,43.0,0.0,23.9,275.0
747119,4705,previous_day1,1.0,101.0,102.0,24.0,65.0,0.0,8.9,69.0
747120,4705,previous_day1,0.0,101.0,102.0,25.2,53.0,0.0,10.5,68.0
747122,4705,previous_day1,0.0,101.0,102.0,21.4,79.0,0.0,10.6,198.0
747123,4705,previous_day1,0.0,101.0,102.0,23.4,62.0,0.0,13.9,291.0
747124,4705,previous_day1,0.0,101.0,102.0,24.0,64.0,0.0,14.9,212.0
747125,4705,previous_day1,1.0,101.0,102.0,25.6,45.0,0.0,20.2,140.0
747126,4705,previous_day1,0.0,101.0,102.0,28.5,49.0,0.0,17.6,215.0
747127,4705,previous_day1,0.0,101.0,102.0,28.9,56.0,0.0,19.1,202.0
747128,4705,previous_day1,0.0,101.0,102.0,20.8,67.0,0.0,15.3,133.0
747129,4705,previous_day1,0.0,101.0,102.0,21.3,65.0,0.0,22.0,79.0
747130,4705,previous_day1,0.0,101.0,102.0,20.9,31.0,0.0,15.0,190.0
747131,4705,previous_day1,0.0,101.0,102.0,23.8,56.0,0.0,15.8,131.0
747132,4705,previous_day1,0.0,101.0,102.0,21.2,52.0,0.0,13.6,292.0
747133,4705,previous_day1,0.0,101.0,102.0,13.5,58.0,0.0,6.6,299.0
747134,4705,previous_day1,0.0,101.0,102.0,18.1,23.0,0.0,8.1,302.0
747135,4705,previous_day1,0.0,101.0,102.0,22.1,42.0,0.0,16.3,313.0
747136,4705,previous_day1,0.0,101.0,102.0,25.1,73.0,0.0,7.7,259.0
747137,4705,previous_day1,1.0,101.0,102.0,17.2,80.0,0.0,26.8,204.0
747138,4705,previous_day1,0.0,101.0,102.0,19.1,77.0,0.0,11.2,147.0
747140,4705,previous_day1,0.0,101.0,102.0,15.9,23.0,0.0,14.5,314.0
747141,4705,previous_day1,1.0,101.0,102.0,19.7,29.0,0.0,8.9,153.0
747142,4705,previous_day1,0.0,101.0,102.0,23.2,34.0,0.0,14.1,167.0
747143,4705,previous_day1,0.0,101.0,102.0,13.4,37.0,0.0,20.4,314.0
747144,15,previous_day1,0.0,100.0,100.0,37.3,13.0,0.0,12.8,260.0
747145,15,previous_day1,0.0,100.0,100.0,37.0,12.0,0.0,9.4,270.0
747146,15,previous_day1,0.0,100.0,100.0,44.0,7.0,0.0,10.5,186.0
747147,15,previous_day1,1.0,100.0,100.0,41.7,8.0,0.0,13.0,174.0
747148,15,previous_day1,0.0,100.0,100.0,37.6,23.0,0.0,2.6,74.0
747149,15,previous_day1,0.0,100.0,100.0,33.9,9.0,0.0,9.4,270.0
747150,15,previous_day1,0.0,100.0,100.0,32.7,12.0,0.0,10.2,247.0
747151,15,previous_day1,1.0,100.0,100.0,36.1,30.0,0.0,10.0,195.0
747152,15,previous_day1,0.0,100.0,100.0,36.2,9.0,0.0,8.6,285.0
747153,15,previous_day1,0.0,100.0,100.0,34.5,18.0,0.0,10.0,291.0
747154,15,previous_day1,1.0,100.0,100.0,40.7,10.0,0.0,11.2,264.0
747155,15,previous_day1,1.0,100.0,100.0,40.5,13.0,0.0,16.9,124.0
747156,15,previous_day1,0.0,100.0,100.0,37.1,14.0,0.0,7.6,85.0
747157,15,previous_day1,1.0,100.0,100.0,41.6,16.0,0.0,7.1,150.0
747158,15,previous_day1,0.0,100.0,100.0,40.7,14.0,0.0,5.6,45.0
747159,15,previous_day1,1.0,100.0,100.0,40.5,16.0,0.0,2.5,8.0
747160,15,previous_day1,0.0,100.0,100.0,38.2,20.0,0.0,6.8,273.0
747161,15,previous_day1,0.0,100.0,100.0,35.5,22.0,0.0,10.9,81.0
747162,15,previous_day1,0.0,100.0,100.0,37.7,14.0,0.0,7.6,275.0
747163,15,previous_day1,1.0,100.0,100.0,40.9,17.0,0.0,10.0,244.0
747164,15,previous_day1,0.0,100.0,100.0,36.9,31.0,0.0,19.7,8.0
747165,15,previous_day1,0.0,100.0,100.0,33.8,37.0,0.0,24.4,189.0
747166,15,previous_day1,1.0,100.0,100.0,41.1,25.0,0.0,8.5,258.0
747167,15,previous_day1,0.0,100.0,100.0,38.0,28.0,0.0,16.7,256.0
747168,15,previous_day1,0.0,100.0,100.0,39.6,18.0,0.0,4.1,128.0
747169,15,previous_day1,0.0,100.0,100.0,39.1,23.0,0.0,7.9,273.0
747170,15,previous_day1,1.0,100.0,100.0,42.1,19.0,0.0,7.6,267.0
747171,15,previous_day1,0.0,100.0,100.0,42.3,17.0,0.0,18.4,272.0
747172,15,previous_day1,0.0,100.0,100.0,39.2,21.0,0.0,16.7,251.0
747173,15,previous_day1,1.0,100.0,100.0,41.9,21.0,0.0,13.7,272.0
747174,15,previous_day1,0.0,100.0,100.0,37.6,26.0,0.0,5.6,315.0
747175,15,previous_day1,0.0,100.0,100.0,43.4,13.0,0.0,11.7,281.0
747176,15,previous_day1,1.0,100.0,100.0,40.1,26.0,0.0,16.5,281.0
747177,15,previous_day1,0.0,100.0,100.0,40.7,21.0,0.0,16.3,284.0
747178,15,previous_day1,0.0,100.0,100.0,43.3,13.0,0.0,8.7,225.0
747179,15,previous_day1,0.0,100.0,100.0,43.0,9.0,0.0,16.6,5.0
747180,15,previous_day1,0.0,100.0,100.0,43.3,12.0,0.0,14.0,269.0
747181,15,previous_day1,0.0,100.0,100.0,44.4,7.0,0.0,14.3,260.0
747182,15,previous_day1,1.0,100.0,100.0,41.0,24.0,0.0,13.3,270.0
747183,15,previous_day1,0.0,100.0,100.0,40.0,21.0,0.0,17.4,252.0
747184,15,previous_day1,0.0,100.0,100.0,40.7,22.0,0.0,16.6,268.0
747185,15,previous_day1,1.0,100.0,100.0,41.8,19.0,0.0,14.6,254.0
747186,15,previous_day1,1.0,100.0,100.0,40.7,22.0,0.0,8.6,270.0
747187,15,previous_day1,0.0,100.0,100.0,41.0,7.0,0.0,14.4,271.0
747188,15,previous_day1,0.0,100.0,100.0,41.0,21.0,0.0,15.9,308.0
747189,15,previous_day1,1.0,100.0,100.0,41.4,5.0,0.0,12.9,247.0
747190,15,previous_day1,0.0,100.0,100.0,40.0,6.0,0.0,11.0,289.0
747191,15,previous_day1,0.0,100.0,100.0,39.3,5.0,0.0,6.7,196.0
747192,15,previous_day1,0.0,100.0,100.0,39.2,10.0,0.0,14.5,305.0
747193,15,previous_day1,0.0,100.0,100.0,40.9,5.0,0.0,12.4,280.0
747194,15,previous_day1,0.0,100.0,100.0,35.9,10.0,0.0,10.1,264.0
747195,15,previous_day1,1.0,100.0,100.0,39.7,13.0,0.0,11.5,272.0
