game_pk,venue_id,context_source,is_day_game,park_factor,park_run_factor,weather_temp_c,weather_humidity,weather_precip_mm,weather_wind_kmh,weather_wind_dir
744795,3309,previous_day1,0.0,103.0,106.0,22.5,91.0,0.0,8.7,114.0
744796,3309,previous_day1,1.0,103.0,106.0,26.1,79.0,0.0,11.0,212.0
744797,3309,previous_day1,0.0,103.0,106.0,23.9,83.0,0.0,20.9,93.0
744798,3309,previous_day1,1.0,103.0,106.0,21.6,92.0,0.0,8.8,19.0
744799,3309,previous_day1,1.0,103.0,106.0,27.8,47.0,0.0,12.0,201.0
744800,3309,previous_day1,0.0,103.0,106.0,26.6,49.0,0.0,9.6,77.0
744801,3309,previous_day1,1.0,103.0,106.0,27.1,51.0,0.0,16.6,68.0
744802,3309,previous_day1,0.0,103.0,106.0,18.8,91.0,0.0,6.5,90.0
744803,3309,previous_day1,1.0,103.0,106.0,29.3,40.0,0.0,13.9,73.0
744804,3309,previous_day1,0.0,103.0,106.0,27.1,35.0,0.0,12.8,100.0
744805,3309,previous_day1,0.0,103.0,106.0,25.5,35.0,0.0,7.2,90.0
744806,3309,previous_day1,1.0,103.0,106.0,27.7,66.0,0.0,10.3,258.0
744807,3309,previous_day1,0.0,103.0,106.0,27.2,34.0,0.0,6.3,336.0
744808,3309,previous_day1,1.0,103.0,106.0,29.2,67.0,0.0,12.6,175.0
744809,3309,previous_day1,0.0,103.0,106.0,36.8,30.0,0.0,8.9,256.0
744810,3309,previous_day1,0.0,103.0,106.0,27.4,65.0,0.0,10.8,88.0
744811,3309,previous_day1,0.0,103.0,106.0,32.1,31.0,0.0,12.9,113.0
744812,3309,previous_day1,0.0,103.0,106.0,22.8,30.0,0.0,14.3,321.0
744813,3309,previous_day1,0.0,103.0,106.0,26.8,70.0,0.0,4.7,270.0
744814,3309,previous_day1,0.0,103.0,106.0,20.9,41.0,0.0,16.6,333.0
744815,3309,previous_day1,1.0,103.0,106.0,26.1,30.0,0.0,11.9,299.0
744816,3309,previous_day1,1.0,103.0,106.0,25.3,61.0,0.0,4.6,18.0
744817,3309,previous_day1,0.0,103.0,106.0,33.0,45.0,0.0,19.8,164.0
744818,3309,previous_day1,0.0,103.0,106.0,27.0,85.0,0.0,17.0,216.0
744819,3309,previous_day1,1.0,103.0,106.0,25.4,90.0,0.0,9.4,88.0
744820,3309,previous_day1,0.0,103.0,106.0,29.4,55.0,0.0,13.8,332.0
744821,3309,previous_day1,0.0,103.0,106.0,34.5,31.0,0.0,9.3,193.0
744822,3309,previous_day1,0.0,103.0,106.0,29.4,65.0,0.0,18.7,90.0
744823,3309,previous_day1,1.0,103.0,106.0,35.9,34.0,0.0,23.8,200.0
744824,3309,previous_day1,0.0,103.0,106.0,26.6,76.0,0.0,8.6,202.0
744825,3309,previous_day1,0.0,103.0,106.0,32.7,46.0,0.0,13.7,315.0
744826,3309,previous_day1,1.0,103.0,106.0,30.8,53.0,0.0,10.0,210.0
744827,3309,previous_day1,1.0,103.0,106.0,29.1,60.0,0.0,5.2,214.0
744828,3309,previous_day1,0.0,103.0,106.0,31.5,45.0,0.0,8.8,348.0
744829,3309,previous_day1,0.0,103.0,106.0,23.6,81.0,12.2,18.8,183.0
744830,3309,previous_day1,0.0,103.0,106.0,28.8,57.0,0.0,17.7,160.0
744831,3309,previous_day1,1.0,103.0,106.0,35.6,30.0,0.0,4.3,270.0
744832,3309,previous_day1,1.0,103.0,106.0,37.0,26.0,0.0,5.1,315.0
744833,3309,previous_day1,1.0,103.0,106.0,37.6,34.0,0.0,13.4,160.0
744834,3309,previous_day1,1.0,103.0,106.0,33.1,40.0,0.0,5.2,214.0
744835,3309,previous_day1,1.0,103.0,106.0,36.8,33.0,0.0,12.9,198.0
744836,3309,previous_day1,0.0,103.0,106.0,38.5,29.0,0.0,14.6,189.0
744837,3309,previous_day1,0.0,103.0,106.0,30.6,40.0,0.0,17.8,132.0
744838,3309,previous_day1,0.0,103.0,106.0,29.6,33.0,0.0,15.4,127.0
744839,3309,previous_day1,1.0,103.0,106.0,31.4,33.0,0.0,10.5,188.0
744840,3309,previous_day1,0.0,103.0,106.0,25.6,33.0,0.0,14.4,359.0
744841,3309,previous_day1,1.0,103.0,106.0,33.0,37.0,0.0,8.4,155.0
744842,3309,previous_day1,1.0,103.0,106.0,33.9,34.0,0.0,10.7,147.0
744843,3309,previous_day1,0.0,103.0,106.0,31.9,41.0,0.0,17.1,136.0
744844,3309,previous_day1,0.0,103.0,106.0,25.2,80.0,0.0,9.8,197.0
744845,3309,previous_day1,0.0,103.0,106.0,24.8,30.0,0.0,25.3,294.0
744846,3309,previous_day1,1.0,103.0,106.0,29.9,26.0,0.0,14.3,335.0
744847,3309,previous_day1,0.0,103.0,106.0,30.2,40.0,0.0,16.3,6.0
744848,3309,previous_day1,1.0,103.0,106.0,29.5,25.0,0.0,14.9,290.0
744849,3309,previous_day1,1.0,103.0,106.0,27.6,44.0,0.0,27.9,300.0
744850,3309,previous_day1,0.0,103.0,106.0,27.7,55.0,0.0,17.1,118.0
744851,3309,previous_day1,1.0,103.0,106.0,31.2,38.0,0.0,13.4,188.0
744852,3309,previous_day1,1.0,103.0,106.0,30.8,51.0,0.0,20.4,159.0
744853,3309,previous_day1,0.0,103.0,106.0,23.6,79.0,0.0,3.2,180.0
744854,3309,previous_day1,0.0,103.0,106.0,29.3,42.0,0.0,9.0,143.0
744855,3309,previous_day1,1.0,103.0,106.0,29.6,50.0,0.0,12.8,101.0
744856,3309,previous_day1,1.0,103.0,106.0,29.9,51.0,0.0,11.6,196.0
744857,3309,previous_day1,0.0,103.0,106.0,22.6,68.0,0.0,11.9,125.0
744858,3309,previous_day1,0.0,103.0,106.0,29.8,31.0,0.0,13.8,298.0
744859,3309,previous_day1,0.0,103.0,106.0,23.0,87.0,0.0,5.0,210.0
744860,3309,previous_day1,0.0,103.0,106.0,26.2,50.0,0.0,14.1,161.0
744861,3309,previous_day1,1.0,103.0,106.0,20.0,90.0,0.4,10.9,186.0
744862,3309,previous_day1,1.0,103.0,106.0,12.3,88.0,0.0,11.6,85.0
744863,3309,previous_day1,0.0,103.0,106.0,20.7,22.0,0.0,16.7,187.0
744864,3309,previous_day1,0.0,103.0,106.0,19.8,32.0,0.0,16.1,310.0
744865,3309,previous_day1,1.0,103.0,106.0,21.1,22.0,0.0,22.6,279.0
744866,3309,previous_day1,1.0,103.0,106.0,13.4,31.0,0.0,4.9,287.0
744867,3309,previous_day1,1.0,103.0,106.0,15.2,43.0,0.0,9.8,54.0
744868,3309,previous_day1,0.0,103.0,106.0,18.4,58.0,0.0,20.9,91.0
744869,3309,previous_day1,0.0,103.0,106.0,13.4,83.0,0.0,13.3,303.0
744870,3309,previous_day1,1.0,103.0,106.0,11.0,64.0,0.0,14.3,205.0
744871,3309,previous_day1,1.0,103.0,106.0,12.7,47.0,0.0,19.5,348.0
744872,3309,previous_day1,0.0,103.0,106.0,16.9,65.0,0.0,11.2,130.0
744873,3309,previous_day1,1.0,103.0,106.0,10.6,52.0,0.0,22.7,319.0
744874,3309,previous_day1,0.0,103.0,106.0,6.3,68.0,0.0,16.6,300.0
744875,3309,previous_day1,1.0,103.0,106.0,14.6,87.0,0.0,9.7,39.0
744876,14,previous_day1,0.0,100.0,100.0,17.4,95.0,2.2,17.8,97.0
744877,14,previous_day1,0.0,100.0,100.0,20.8,84.0,0.0,15.5,185.0
744878,14,previous_day1,1.0,100.0,100.0,20.3,71.0,0.0,23.3,63.0
744879,14,previous_day1,0.0,100.0,100.0,17.4,76.0,0.0,12.5,46.0
744880,14,previous_day1,1.0,100.0,100.0,21.8,74.0,0.0,15.8,63.0
744881,14,previous_day1,1.0,100.0,100.0,22.9,44.0,0.0,7.7,118.0
744882,14,previous_day1,0.0,100.0,100.0,19.2,81.0,0.0,9.2,64.0
744883,14,previous_day1,1.0,100.0,100.0,22.8,76.0,0.0,6.4,142.0
744884,14,previous_day1,1.0,100.0,100.0,21.1,79.0,0.0,8.2,113.0
744885,14,previous_day1,0.0,100.0,100.0,18.5,92.0,0.0,12.5,44.0
744886,14,previous_day1,0.0,100.0,100.0,18.1,60.0,0.0,5.0,111.0
744887,14,previous_day1,1.0,100.0,100.0,24.8,39.0,0.0,9.4,178.0
744888,14,previous_day1,0.0,100.0,100.0,19.2,77.0,0.0,5.5,11.0
744889,14,previous_day1,0.0,100.0,100.0,23.3,46.0,0.0,15.2,176.0
744890,14,previous_day1,1.0,100.0,100.0,25.9,44.0,0.0,10.9,171.0
744891,14,previous_day1,0.0,100.0,100.0,21.0,43.0,0.0,8.7,187.0
744892,14,previous_day1,1.0,100.0,100.0,25.1,59.0,0.0,9.4,157.0
744893,14,previous_day1,0.0,100.0,100.0,19.0,50.0,0.0,9.6,347.0
744894,14,previous_day1,0.0,100.0,100.0,22.5,51.0,0.0,4.7,184.0
744895,14,previous_day1,1.0,100.0,100.0,19.1,77.0,0.4,18.1,257.0
744896,14,previous_day1,0.0,100.0,100.0,16.2,64.0,0.0,14.7,335.0
744897,14,previous_day1,1.0,100.0,100.0,24.5,35.0,0.0,24.1,250.0
744898,14,previous_day1,0.0,100.0,100.0,16.3,57.0,0.0,20.4,339.0
744899,14,previous_day1,0.0,100.0,100.0,22.7,88.0,0.0,19.0,61.0
744900,14,previous_day1,0.0,100.0,100.0,23.5,77.0,0.0,11.2,310.0
744901,14,previous_day1,0.0,100.0,100.0,18.3,79.0,0.0,9.8,62.0
744902,14,previous_day1,1.0,100.0,100.0,28.1,48.0,0.0,11.9,95.0
744903,14,previous_day1,0.0,100.0,100.0,23.7,50.0,0.0,13.9,69.0
744904,14,previous_day1,0.0,100.0,100.0,25.2,65.0,0.0,12.5,72.0
744905,14,previous_day1,0.0,100.0,100.0,26.7,54.0,0.0,21.7,277.0
744906,14,previous_day1,0.0,100.0,100.0,24.2,48.0,0.0,8.9,166.0
744907,14,previous_day1,1.0,100.0,100.0,25.4,38.0,0.0,17.8,306.0
744908,14,previous_day1,1.0,100.0,100.0,26.9,42.0,0.0,13.1,164.0
744909,14,previous_day1,1.0,100.0,100.0,26.0,47.0,0.0,10.9,163.0
744910,14,previous_day1,1.0,100.0,100.0,27.2,44.0,0.0,19.8,183.0
744911,14,previous_day1,0.0,100.0,100.0,23.5,48.0,0.0,16.3,185.0
744912,14,previous_day1,1.0,100.0,100.0,27.4,59.0,0.0,15.5,180.0
744913,14,previous_day1,0.0,100.0,100.0,21.4,55.0,0.0,18.9,76.0
744914,14,previous_day1,1.0,100.0,100.0,20.7,58.0,0.0,13.8,171.0
744915,14,previous_day1,0.0,100.0,100.0,26.0,67.0,0.0,6.3,204.0
744916,14,previous_day1,1.0,100.0,100.0,19.2,74.0,0.0,15.9,298.0
744917,14,previous_day1,0.0,100.0,100.0,24.7,74.0,0.0,16.6,193.0
744918,14,previous_day1,0.0,100.0,100.0,26.5,65.0,0.0,16.2,201.0
744919,14,previous_day1,0.0,100.0,100.0,18.9,61.0,0.0,3.7,209.0
744920,14,previous_day1,0.0,100.0,100.0,29.0,56.0,0.0,16.6,210.0
744921,14,previous_day1,1.0,100.0,100.0,22.6,87.0,0.0,21.8,202.0
744922,14,previous_day1,0.0,100.0,100.0,19.6,57.0,0.0,19.5,62.0
744923,14,previous_day1,1.0,100.0,100.0,23.2,67.0,0.0,18.4,219.0
744924,14,previous_day1,0.0,100.0,100.0,24.3,38.0,0.0,14.3,315.0
744925,14,previous_day1,1.0,100.0,100.0,19.8,53.0,0.0,13.0,156.0
744926,14,previous_day1,1.0,100.0,100.0,20.6,57.0,0.0,19.3,76.0
744927,14,previous_day1,0.0,100.0,100.0,22.3,78.0,0.0,16.9,90.0
744928,14,previous_day1,0.0,100.0,100.0,21.6,40.0,0.0,13.2,202.0
744929,14,previous_day1,1.0,100.0,100.0,16.9,91.0,1.4,6.2,173.0
744930,14,previous_day1,0.0,100.0,100.0,19.8,78.0,0.0,12.6,90.0
744931,14,previous_day1,0.0,100.0,100.0,23.4,58.0,0.0,15.0,80.0
744932,14,previous_day1,1.0,100.0,100.0,24.8,21.0,0.0,11.3,173.0
744933,14,previous_day1,0.0,100.0,100.0,23.9,64.0,0.0,23.1,195.0
744934,14,previous_day1,0.0,100.0,100.0,16.8,89.0,0.0,10.1,86.0
744935,14,previous_day1,1.0,100.0,100.0,24.9,43.0,0.0,8.7,95.0
744936,14,previous_day1,0.0,100.0,100.0,23.5,70.0,0.0,11.2,180.0
744937,14,previous_day1,1.0,100.0,100.0,17.6,91.0,0.0,7.0,125.0
744938,14,previous_day1,1.0,100.0,100.0,19.3,80.0,0.0,13.0,85.0
744939,14,previous_day1,1.0,100.0,100.0,16.4,65.0,0.0,13.3,103.0
744940,14,previous_day1,0.0,100.0,100.0,13.9,60.0,0.0,3.7,209.0
744941,14,previous_day1,1.0,100.0,100.0,14.1,80.0,0.0,13.4,172.0
744942,14,previous_day1,0.0,100.0,100.0,9.3,96.0,0.0,5.5,67.0
744943,14,previous_day1,1.0,100.0,100.0,13.0,67.0,0.4,16.3,85.0
744944,14,previous_day1,0.0,100.0,100.0,12.1,43.0,0.0,9.7,31.0
744945,14,previous_day1,0.0,100.0,100.0,8.6,84.0,0.0,26.3,68.0
744946,14,previous_day1,1.0,100.0,100.0,11.4,97.0,0.0,12.1,107.0
744947,14,previous_day1,1.0,100.0,100.0,19.7,95.0,0.7,8.2,221.0
744948,14,previous_day1,1.0,100.0,100.0,6.0,92.0,0.4,34.3,69.0
744949,14,previous_day1,0.0,100.0,100.0,9.0,46.0,0.0,22.4,64.0
744950,14,previous_day1,1.0,100.0,100.0,16.3,54.0,0.0,16.7,187.0
744951,14,previous_day1,0.0,100.0,100.0,11.1,67.0,0.0,15.0,287.0
744952,14,previous_day1,1.0,100.0,100.0,9.6,97.0,0.0,10.9,82.0
744953,14,previous_day1,1.0,100.0,100.0,6.2,78.0,0.0,23.3,292.0
744954,14,previous_day1,0.0,100.0,100.0,7.0,82.0,0.4,22.5,263.0
744955,5325,previous_day1,1.0,102.0,104.0,33.7,39.0,0.0,10.9,172.0
744956,14,previous_day1,0.0,100.0,100.0,7.3,76.0,0.0,11.5,46.0
744957,14,previous_day1,0.0,100.0,100.0,12.4,67.0,0.0,10.9,46.0
744958,5325,previous_day1,0.0,102.0,104.0,34.6,38.0,0.0,17.3,181.0
744959,5325,previous_day1,0.0,102.0,104.0,33.9,39.0,0.0,12.6,143.0
744960,5325,previous_day1,0.0,102.0,104.0,35.0,34.0,0.0,14.2,187.0
744961,5325,previous_day1,0.0,102.0,104.0,32.2,40.0,0.0,14.4,91.0
744962,5325,previous_day1,1.0,102.0,104.0,36.1,37.0,0.0,11.2,195.0
744963,5325,previous_day1,0.0,102.0,104.0,30.5,27.0,0.0,23.6,19.0
744964,5325,previous_day1,0.0,102.0,104.0,27.0,71.0,0.0,3.7,331.0
744965,5325,previous_day1,1.0,102.0,104.0,28.1,27.0,0.0,16.6,41.0
744966,5325,previous_day1,0.0,102.0,104.0,31.2,45.0,0.0,11.2,2.0
744967,5325,previous_day1,0.0,102.0,104.0,31.7,39.0,0.0,13.2,43.0
744968,5325,previous_day1,0.0,102.0,104.0,29.0,47.0,0.0,8.8,341.0
744969,5325,previous_day1,0.0,102.0,104.0,31.3,49.0,0.0,12.6,90.0
744970,5325,previous_day1,1.0,102.0,104.0,28.9,72.0,0.0,12.7,61.0
744971,5325,previous_day1,0.0,102.0,104.0,31.4,53.0,0.0,6.7,36.0
744972,5325,previous_day1,0.0,102.0,104.0,31.4,31.0,0.0,10.6,72.0
744973,5325,previous_day1,1.0,102.0,104.0,37.6,32.0,0.0,10.6,118.0
744974,5325,previous_day1,0.0,102.0,104.0,38.1,33.0,0.0,17.4,153.0
744975,5325,previous_day1,1.0,102.0,104.0,40.6,27.0,0.0,9.1,173.0
744976,5325,previous_day1,0.0,102.0,104.0,41.4,14.0,0.0,8.9,256.0
744977,5325,previous_day1,0.0,102.0,104.0,39.4,28.0,0.0,12.6,182.0
744978,5325,previous_day1,0.0,102.0,104.0,39.5,28.0,0.0,15.8,73.0
744979,5325,previous_day1,1.0,102.0,104.0,36.8,28.0,0.0,11.9,93.0
744980,5325,previous_day1,0.0,102.0,104.0,37.6,31.0,0.0,17.3,182.0
744981,5325,previous_day1,1.0,102.0,104.0,40.3,25.0,0.0,9.0,95.0
744982,5325,previous_day1,0.0,102.0,104.0,36.2,27.0,0.0,8.2,157.0
744983,5325,previous_day1,0.0,102.0,104.0,37.9,27.0,0.0,7.8,103.0
744984,5325,previous_day1,1.0,102.0,104.0,30.4,55.0,0.0,13.3,77.0
744985,5325,previous_day1,0.0,102.0,104.0,31.3,49.0,0.0,13.6,143.0
744986,5325,previous_day1,0.0,102.0,104.0,39.4,23.0,0.0,12.6,183.0
744987,5325,previous_day1,0.0,102.0,104.0,38.2,14.0,0.0,17.4,13.0
744988,5325,previous_day1,0.0,102.0,104.0,30.5,46.0,0.0,11.3,22.0
744989,5325,previous_day1,0.0,102.0,104.0,31.7,45.0,0.0,14.8,113.0
744990,5325,previous_day1,0.0,102.0,104.0,33.9,30.0,0.0,9.1,81.0
744991,5325,previous_day1,1.0,102.0,104.0,31.1,61.0,0.0,8.9,212.0
744992,5325,previous_day1,0.0,102.0,104.0,25.6,64.0,0.0,22.8,84.0
744993,5325,previous_day1,1.0,102.0,104.0,36.3,39.0,0.0,16.7,143.0
744994,5325,previous_day1,0.0,102.0,104.0,35.4,27.0,0.0,16.8,137.0
744995,5325,previous_day1,1.0,102.0,104.0,36.8,32.0,0.0,4.7,9.0
744996,5325,previous_day1,1.0,102.0,104.0,37.9,35.0,0.0,12.7,195.0
744997,5325,previous_day1,1.0,102.0,104.0,35.6,34.0,0.0,14.6,200.0
744998,5325,previous_day1,0.0,102.0,104.0,36.4,33.0,0.0,19.4,180.0
744999,5325,previous_day1,0.0,102.0,104.0,37.5,27.0,0.0,20.9,177.0
745000,5325,previous_day1,1.0,102.0,104.0,36.7,33.0,0.0,7.3,200.0
745001,5325,previous_day1,1.0,102.0,104.0,35.8,31.0,0.0,24.8,199.0
745002,5325,previous_day1,0.0,102.0,104.0,31.1,44.0,0.0,18.4,89.0
745003,5325,previous_day1,1.0,102.0,104.0,31.3,56.0,0.0,11.4,169.0
745004,5325,previous_day1,0.0,102.0,104.0,31.6,43.0,0.0,24.7,138.0
745005,5325,previous_day1,0.0,102.0,104.0,33.2,48.0,0.0,24.2,147.0
745006,5325,previous_day1,0.0,102.0,104.0,33.2,39.0,0.0,11.1,155.0
745007,5325,previous_day1,0.0,102.0,104.0,30.5,56.0,0.0,9.2,42.0
745008,5325,previous_day1,0.0,102.0,104.0,33.4,42.0,0.0,17.7,175.0
745009,5325,previous_day1,0.0,102.0,104.0,29.3,71.0,0.0,17.7,168.0
745010,5325,previous_day1,0.0,102.0,104.0,33.7,59.0,0.0,22.3,166.0
745011,5325,previous_day1,1.0,102.0,104.0,29.1,59.0,0.0,10.5,106.0
745012,5325,previous_day1,1.0,102.0,104.0,31.6,49.0,0.0,19.2,167.0
745013,5325,previous_day1,0.0,102.0,104.0,32.1,42.0,0.0,13.7,153.0
745014,5325,previous_day1,0.0,102.0,104.0,27.9,40.0,0.0,5.8,4.0
745015,5325,previous_day1,0.0,102.0,104.0,28.8,48.0,0.0,16.6,158.0
745016,5325,previous_day1,0.0,102.0,104.0,27.9,45.0,0.0,4.7,238.0
745017,5325,previous_day1,0.0,102.0,104.0,22.3,75.0,0.0,17.8,82.0
745018,5325,previous_day1,0.0,102.0,104.0,27.0,65.0,0.0,17.7,163.0
745019,5325,previous_day1,0.0,102.0,104.0,23.3,74.0,0.0,12.6,323.0
745020,5325,previous_day1,1.0,102.0,104.0,24.7,79.0,0.0,23.5,162.0
745021,5325,previous_day1,1.0,102.0,104.0,25.9,68.0,0.0,7.2,162.0
745022,5325,previous_day1,1.0,102.0,104.0,25.8,68.0,0.0,16.8,223.0
745023,5325,previous_day1,0.0,102.0,104.0,25.7,83.0,0.0,14.5,150.0
745024,5325,previous_day1,0.0,102.0,104.0,13.6,75.0,0.0,22.3,342.0
745025,5325,previous_day1,0.0,102.0,104.0,27.0,71.0,0.0,24.5,183.0
745026,5325,previous_day1,0.0,102.0,104.0,23.1,69.0,0.0,21.7,174.0
745027,5325,previous_day1,1.0,102.0,104.0,24.6,75.0,0.0,23.3,167.0
745028,5325,previous_day1,0.0,102.0,104.0,24.4,73.0,0.0,12.5,136.0
745029,5325,previous_day1,1.0,102.0,104.0,20.8,39.0,0.0,19.0,335.0
745030,5325,previous_day1,0.0,102.0,104.0,19.2,95.0,0.0,16.1,100.0
745031,5325,previous_day1,0.0,102.0,104.0,24.1,62.0,0.0,27.5,185.0
745032,5325,previous_day1,0.0,102.0,104.0,26.5,11.0,0.0,15.7,233.0
745033,5325,previous_day1,0.0,102.0,104.0,27.4,25.0,0.0,17.0,167.0
745034,5325,previous_day1,0.0,102.0,104.0,24.7,65.0,0.0,9.4,113.0
745035,5325,previous_day1,1.0,102.0,104.0,26.4,62.0,0.0,20.7,188.0
745036,12,previous_day1,1.0,96.0,92.0,,,,,
745037,5325,previous_day1,0.0,102.0,104.0,23.6,68.0,0.0,23.1,176.0
745038,12,previous_day1,1.0,96.0,92.0,,,,,
745039,5325,previous_day1,0.0,102.0,104.0,21.0,44.0,0.0,13.0,177.0
745040,12,previous_day1,0.0,96.0,92.0,,,,,
745041,12,previous_day1,0.0,96.0,92.0,,,,,
745042,12,previous_day1,1.0,96.0,92.0,,,,,
745043,12,previous_day1,0.0,96.0,92.0,,,,,
745044,12,previous_day1,0.0,96.0,92.0,,,,,
745045,12,previous_day1,0.0,96.0,92.0,,,,,
745046,12,previous_day1,0.0,96.0,92.0,,,,,
745047,12,previous_day1,0.0,96.0,92.0,,,,,
745048,12,previous_day1,1.0,96.0,92.0,,,,,
745049,12,previous_day1,1.0,96.0,92.0,,,,,
745050,12,previous_day1,1.0,96.0,92.0,,,,,
745051,12,previous_day1,1.0,96.0,92.0,,,,,
745052,12,previous_day1,0.0,96.0,92.0,,,,,
745053,12,previous_day1,0.0,96.0,92.0,,,,,
745054,12,previous_day1,0.0,96.0,92.0,,,,,
745055,12,previous_day1,0.0,96.0,92.0,,,,,
745056,12,previous_day1,0.0,96.0,92.0,,,,,
745057,12,previous_day1,1.0,96.0,92.0,,,,,
745058,12,previous_day1,0.0,96.0,92.0,,,,,
745059,12,previous_day1,1.0,96.0,92.0,,,,,
745060,12,previous_day1,0.0,96.0,92.0,,,,,
745061,12,previous_day1,1.0,96.0,92.0,,,,,
745062,12,previous_day1,0.0,96.0,92.0,,,,,
745063,12,previous_day1,1.0,96.0,92.0,,,,,
745064,12,previous_day1,0.0,96.0,92.0,,,,,
745065,12,previous_day1,0.0,96.0,92.0,,,,,
745066,12,previous_day1,1.0,96.0,92.0,,,,,
745067,12,previous_day1,1.0,96.0,92.0,,,,,
745068,12,previous_day1,0.0,96.0,92.0,,,,,
745069,12,previous_day1,0.0,96.0,92.0,,,,,
745070,12,previous_day1,0.0,96.0,92.0,,,,,
745071,12,previous_day1,1.0,96.0,92.0,,,,,
745072,12,previous_day1,1.0,96.0,92.0,,,,,
745073,12,previous_day1,1.0,96.0,92.0,,,,,
745074,12,previous_day1,0.0,96.0,92.0,,,,,
745075,12,previous_day1,0.0,96.0,92.0,,,,,
745076,12,previous_day1,0.0,96.0,92.0,,,,,
745077,12,previous_day1,0.0,96.0,92.0,,,,,
745078,12,previous_day1,0.0,96.0,92.0,,,,,
745079,12,previous_day1,0.0,96.0,92.0,,,,,
745080,12,previous_day1,0.0,96.0,92.0,,,,,
745081,12,previous_day1,1.0,96.0,92.0,,,,,
745082,12,previous_day1,1.0,96.0,92.0,,,,,
745083,12,previous_day1,0.0,96.0,92.0,,,,,
745084,12,previous_day1,0.0,96.0,92.0,,,,,
745085,12,previous_day1,1.0,96.0,92.0,,,,,
745086,12,previous_day1,1.0,96.0,92.0,,,,,
745087,12,previous_day1,0.0,96.0,92.0,,,,,
745088,12,previous_day1,1.0,96.0,92.0,,,,,
745089,12,previous_day1,0.0,96.0,92.0,,,,,
745090,12,previous_day1,0.0,96.0,92.0,,,,,
745091,12,previous_day1,0.0,96.0,92.0,,,,,
745092,12,previous_day1,1.0,96.0,92.0,,,,,
745093,12,previous_day1,0.0,96.0,92.0,,,,,
745094,12,previous_day1,0.0,96.0,92.0,,,,,
745095,12,previous_day1,0.0,96.0,92.0,,,,,
745096,12,previous_day1,1.0,96.0,92.0,,,,,
745097,12,previous_day1,0.0,96.0,92.0,,,,,
745098,12,previous_day1,0.0,96.0,92.0,,,,,
745099,12,previous_day1,0.0,96.0,92.0,,,,,
745100,12,previous_day1,0.0,96.0,92.0,,,,,
745101,12,previous_day1,0.0,96.0,92.0,,,,,
745102,12,previous_day1,0.0,96.0,92.0,,,,,
745103,12,previous_day1,1.0,96.0,92.0,,,,,
745104,12,previous_day1,1.0,96.0,92.0,,,,,
745105,12,previous_day1,0.0,96.0,92.0,,,,,
745106,12,previous_day1,0.0,96.0,92.0,,,,,
745107,12,previous_day1,0.0,96.0,92.0,,,,,
745108,12,previous_day1,0.0,96.0,92.0,,,,,
745109,12,previous_day1,0.0,96.0,92.0,,,,,
745110,12,previous_day1,1.0,96.0,92.0,,,,,
745111,12,previous_day1,0.0,96.0,92.0,,,,,
745112,12,previous_day1,0.0,96.0,92.0,,,,,
745113,12,previous_day1,1.0,96.0,92.0,,,,,
745114,12,previous_day1,1.0,96.0,92.0,,,,,
745115,12,previous_day1,1.0,96.0,92.0,,,,,
745116,12,previous_day1,1.0,96.0,92.0,,,,,
745117,12,previous_day1,0.0,96.0,92.0,,,,,
745118,2889,previous_day1,1.0,99.0,98.0,24.4,86.0,0.0,5.8,150.0
745119,12,previous_day1,1.0,96.0,92.0,,,,,
745120,2889,previous_day1,0.0,99.0,98.0,31.1,33.0,0.0,10.0,150.0
745121,2889,previous_day1,0.0,99.0,98.0,27.2,33.0,0.0,7.8,158.0
745122,2889,previous_day1,0.0,99.0,98.0,27.0,31.0,0.0,8.2,131.0
745123,2889,previous_day1,0.0,99.0,98.0,31.5,48.0,0.0,6.1,130.0
745124,2889,previous_day1,0.0,99.0,98.0,32.2,40.0,0.0,11.6,216.0
745125,2889,previous_day1,0.0,99.0,98.0,21.6,24.0,0.0,15.8,17.0
745126,2889,previous_day1,0.0,99.0,98.0,25.5,24.0,0.0,8.2,113.0
745127,2889,previous_day1,0.0,99.0,98.0,26.9,28.0,0.0,8.7,73.0
745128,2889,previous_day1,1.0,99.0,98.0,22.5,29.0,0.0,2.2,351.0
745129,2889,previous_day1,1.0,99.0,98.0,30.0,31.0,0.0,7.2,87.0
745130,2889,previous_day1,0.0,99.0,98.0,27.6,47.0,0.0,6.6,135.0
745131,2889,previous_day1,0.0,99.0,98.0,23.6,34.0,0.0,18.5,353.0
745132,2889,previous_day1,0.0,99.0,98.0,37.2,34.0,0.0,3.9,146.0
745133,2889,previous_day1,0.0,99.0,98.0,34.7,41.0,0.0,9.8,156.0
745134,2889,previous_day1,0.0,99.0,98.0,29.7,63.0,0.0,7.0,35.0
745135,2889,previous_day1,1.0,99.0,98.0,35.2,42.0,0.0,4.9,197.0
745136,2889,previous_day1,0.0,99.0,98.0,25.1,44.0,0.0,12.0,49.0
745137,2889,previous_day1,1.0,99.0,98.0,26.5,32.0,0.0,11.7,99.0
745138,2889,previous_day1,0.0,99.0,98.0,23.7,35.0,0.0,5.9,76.0
745139,2889,previous_day1,1.0,99.0,98.0,28.6,51.0,0.0,17.0,339.0
745140,2889,previous_day1,0.0,99.0,98.0,30.5,39.0,0.0,18.2,308.0
745141,2889,previous_day1,0.0,99.0,98.0,28.5,58.0,0.0,22.1,338.0
