game_id,game_date,season,away,home,away_score,home_score,status,stadium,home_history_games,away_history_games,elo_home_prob,home_win_r20,away_win_r20,home_run_diff_r20,away_run_diff_r20,home_runs_for_r20,away_runs_for_r20,home_runs_against_r20,away_runs_against_r20,home_days_rest,away_days_rest,diff_win_r20,diff_run_diff_r20,diff_runs_for_r20,diff_runs_against_r20,diff_days_rest,result,total_runs
20240405-Orix_Buffaloes-Chiba_Lotte_Marines,2024-04-05 18:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,0.0,1.0,Final,ZOZOマリン,6,6,0.5250585348773542,0.3333333333333333,0.3333333333333333,-1.3333333333333333,-1.0,1.8333333333333333,1.3333333333333333,3.1666666666666665,2.3333333333333335,1.0,1.0,0.0,-0.33333333333333326,0.5,0.833333333333333,0.0,home,1.0
20240405-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2024-04-05 18:00:00,2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,2.0,3.0,Final,エスコンＦ,5,6,0.5135914186776428,0.6,0.6666666666666666,0.2,1.5,2.6,3.0,2.4,1.5,2.0,1.0,-0.06666666666666665,-1.3,-0.3999999999999999,0.8999999999999999,1.0,home,5.0
20240405-Yokohama_DeNA_BayStars-Yomiuri_Giants,2024-04-05 18:00:00,2024,Yokohama DeNA BayStars,Yomiuri Giants,2.0,1.0,Final,東京ドーム,6,6,0.5014493157790373,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,3.5,2.3333333333333335,3.1666666666666665,1.0,1.0,-0.16666666666666663,0.0,-0.8333333333333335,-0.833333333333333,0.0,away,3.0
20240406-Chunichi_Dragons-Hiroshima_Toyo_Carp,2024-04-06 14:00:00,2024,Chunichi Dragons,Hiroshima Toyo Carp,4.0,0.0,Final,マツダスタジアム,6,7,0.5326496356573946,0.5,0.5,0.16666666666666666,-0.42857142857142855,2.8333333333333335,2.4285714285714284,2.6666666666666665,2.857142857142857,1.0,1.0,0.0,0.5952380952380952,0.4047619047619051,-0.1904761904761907,0.0,away,4.0
20240406-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2024-04-06 14:00:00,2024,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,5.0,4.0,Final,楽天モバイル,6,7,0.4389507056339081,0.3333333333333333,0.7142857142857143,-1.8333333333333333,2.142857142857143,2.1666666666666665,3.7142857142857144,4.0,1.5714285714285714,1.0,1.0,-0.380952380952381,-3.9761904761904763,-1.547619047619048,2.428571428571429,0.0,away,9.0
20240406-Hanshin_Tigers-Tokyo_Yakult_Swallows,2024-04-06 14:00:00,2024,Hanshin Tigers,Tokyo Yakult Swallows,4.0,3.0,Final,神 宮,6,7,0.5176068900103497,0.4166666666666667,0.42857142857142855,0.16666666666666666,-0.42857142857142855,3.8333333333333335,3.142857142857143,3.6666666666666665,3.5714285714285716,1.0,1.0,-0.011904761904761862,0.5952380952380952,0.6904761904761907,0.0952380952380949,0.0,away,7.0
20240406-Orix_Buffaloes-Chiba_Lotte_Marines,2024-04-06 14:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,9.0,1.0,Final,ZOZOマリン,7,7,0.5543904854229628,0.42857142857142855,0.2857142857142857,-1.0,-1.0,1.7142857142857142,1.1428571428571428,2.7142857142857144,2.142857142857143,1.0,1.0,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285716,0.0,away,10.0
20240406-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2024-04-06 14:00:00,2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,5.0,2.0,Final,エスコンＦ,6,7,0.5437227316428951,0.6666666666666666,0.5714285714285714,0.3333333333333333,1.1428571428571428,2.6666666666666665,2.857142857142857,2.3333333333333335,1.7142857142857142,1.0,1.0,0.09523809523809523,-0.8095238095238095,-0.1904761904761907,0.6190476190476193,0.0,away,7.0
20240406-Yokohama_DeNA_BayStars-Yomiuri_Giants,2024-04-06 18:00:00,2024,Yokohama DeNA BayStars,Yomiuri Giants,6.0,4.0,Final,東京ドーム,7,7,0.47030928943188405,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.42857142857142855,2.4285714285714284,3.2857142857142856,2.2857142857142856,2.857142857142857,1.0,1.0,-0.28571428571428575,-0.2857142857142857,-0.8571428571428572,-0.5714285714285716,0.0,away,10.0
20240407-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2024-04-07 13:00:00,2024,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,2.0,3.0,Final,楽天モバイル,7,8,0.4122723326138546,0.2857142857142857,0.75,-1.7142857142857142,2.0,2.4285714285714284,3.875,4.142857142857143,1.875,1.0,1.0,-0.4642857142857143,-3.7142857142857144,-1.4464285714285716,2.2678571428571432,0.0,home,5.0
20240407-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2024-04-07 13:00:00,2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,11.0,1.0,Final,エスコンＦ,7,8,0.5050235181729494,0.5714285714285714,0.625,-0.14285714285714285,1.375,2.5714285714285716,3.125,2.7142857142857144,1.75,1.0,1.0,-0.0535714285714286,-1.5178571428571428,-0.5535714285714284,0.9642857142857144,0.0,away,12.0
20240407-Chunichi_Dragons-Hiroshima_Toyo_Carp,2024-04-07 13:30:00,2024,Chunichi Dragons,Hiroshima Toyo Carp,1.0,0.0,Final,マツダスタジアム,7,8,0.4922232412340463,0.42857142857142855,0.5625,-0.42857142857142855,0.125,2.4285714285714284,2.625,2.857142857142857,2.5,1.0,1.0,-0.13392857142857145,-0.5535714285714286,-0.19642857142857162,0.3571428571428572,0.0,away,1.0
20240407-Hanshin_Tigers-Tokyo_Yakult_Swallows,2024-04-07 13:30:00,2024,Hanshin Tigers,Tokyo Yakult Swallows,1.0,3.0,Final,神 宮,7,8,0.4854387760989593,0.35714285714285715,0.5,0.0,-0.25,3.7142857142857144,3.25,3.7142857142857144,3.5,1.0,1.0,-0.14285714285714285,0.25,0.4642857142857144,0.2142857142857144,0.0,home,4.0
20240407-Orix_Buffaloes-Chiba_Lotte_Marines,2024-04-07 14:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,2.0,5.0,Final,ZOZOマリン,8,8,0.5035452511694909,0.375,0.375,-1.875,0.125,1.625,2.125,3.5,2.0,1.0,1.0,0.0,-2.0,-0.5,1.5,0.0,home,7.0
20240407-Yokohama_DeNA_BayStars-Yomiuri_Giants,2024-04-07 14:00:00,2024,Yokohama DeNA BayStars,Yomiuri Giants,0.0,3.0,Final,東京ドーム,8,8,0.4391722084881493,0.375,0.75,-0.125,0.625,2.625,3.625,2.75,3.0,1.0,1.0,-0.375,-0.75,-1.0,-0.25,0.0,home,3.0
20240409-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2024-04-09 18:00:00,2024,Chiba Lotte Marines,Saitama Seibu Lions,5.0,0.0,Final,県営大宮,9,9,0.6085481064849659,0.6666666666666666,0.4444444444444444,2.3333333333333335,-1.3333333333333333,4.0,2.0,1.6666666666666667,3.3333333333333335,2.0,2.0,0.2222222222222222,3.666666666666667,2.0,-1.6666666666666667,0.0,away,5.0
20240409-Chunichi_Dragons-Yokohama_DeNA_BayStars,2024-04-09 18:00:00,2024,Chunichi Dragons,Yokohama DeNA BayStars,3.0,1.0,Final,横 浜,9,9,0.526947138691799,0.6666666666666666,0.6111111111111112,0.2222222222222222,0.2222222222222222,3.2222222222222223,2.4444444444444446,3.0,2.2222222222222223,2.0,2.0,0.05555555555555547,0.0,0.7777777777777777,0.7777777777777777,0.0,away,4.0
20240409-Hiroshima_Toyo_Carp-Hanshin_Tigers,2024-04-09 18:00:00,2024,Hiroshima Toyo Carp,Hanshin Tigers,0.0,1.0,Final,甲子園,9,8,0.5493653703441415,0.4444444444444444,0.375,-0.4444444444444444,-0.5,3.0,2.125,3.4444444444444446,2.625,2.0,2.0,0.06944444444444442,0.05555555555555558,0.875,0.8194444444444446,0.0,home,1.0
20240409-Hokkaido_Nippon-Ham_Fighters-Fukuoka_SoftBank_Hawks,2024-04-09 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,4.0,2.0,Final,熊 本,9,8,0.5902560325804246,0.6666666666666666,0.5,1.6666666666666667,-1.375,3.6666666666666665,2.375,2.0,3.75,2.0,2.0,0.16666666666666663,3.041666666666667,1.2916666666666665,-1.75,0.0,away,6.0
20240409-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2024-04-09 18:00:00,2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,4.0,5.0,Final,京セラD大阪,9,8,0.525726192422355,0.3333333333333333,0.375,-0.2222222222222222,-1.375,2.111111111111111,2.5,2.3333333333333335,3.875,2.0,2.0,-0.041666666666666685,1.1527777777777777,-0.38888888888888884,-1.5416666666666665,0.0,home,9.0
20240409-Yomiuri_Giants-Tokyo_Yakult_Swallows,2024-04-09 18:00:00,2024,Yomiuri Giants,Tokyo Yakult Swallows,3.0,1.0,Final,鹿児島,8,9,0.5250467257384864,0.4375,0.4444444444444444,0.25,0.2222222222222222,3.625,2.6666666666666665,3.375,2.4444444444444446,2.0,2.0,-0.00694444444444442,0.02777777777777779,0.9583333333333335,0.9305555555555554,0.0,away,4.0
20240410-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2024-04-10 18:00:00,2024,Chiba Lotte Marines,Saitama Seibu Lions,3.0,2.0,Final,ベルーナドーム,10,10,0.5609554506060276,0.6,0.5,1.6,-0.7,3.6,2.3,2.0,3.0,1.0,1.0,0.09999999999999998,2.3,1.3000000000000003,-1.0,0.0,away,5.0
20240410-Chunichi_Dragons-Yokohama_DeNA_BayStars,2024-04-10 18:00:00,2024,Chunichi Dragons,Yokohama DeNA BayStars,6.0,1.0,Final,横 浜,10,10,0.49178713499158855,0.6,0.65,0.0,0.4,3.0,2.5,3.0,2.1,1.0,1.0,-0.050000000000000044,-0.4,0.5,0.8999999999999999,0.0,away,7.0
20240410-Hiroshima_Toyo_Carp-Hanshin_Tigers,2024-04-10 18:00:00,2024,Hiroshima Toyo Carp,Hanshin Tigers,6.0,2.0,Final,甲子園,10,9,0.576926833094882,0.5,0.3333333333333333,-0.3,-0.5555555555555556,2.8,1.8888888888888888,3.1,2.4444444444444446,1.0,1.0,0.16666666666666669,0.2555555555555556,0.911111111111111,0.6555555555555554,0.0,away,8.0
20240410-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2024-04-10 18:00:00,2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,5.0,4.0,Final,京セラD大阪,10,9,0.5550108464224236,0.4,0.3333333333333333,-0.1,-1.3333333333333333,2.4,2.6666666666666665,2.5,4.0,1.0,1.0,0.06666666666666671,1.2333333333333332,-0.2666666666666666,-1.5,0.0,away,9.0
20240411-Hiroshima_Toyo_Carp-Hanshin_Tigers,2024-04-11 18:00:00,2024,Hiroshima Toyo Carp,Hanshin Tigers,1.0,0.0,Final,甲子園,11,10,0.533653657475424,0.45454545454545453,0.4,-0.6363636363636364,-0.1,2.727272727272727,2.3,3.3636363636363638,2.4,1.0,1.0,0.05454545454545451,-0.5363636363636364,0.42727272727272725,0.9636363636363638,0.0,away,1.0
20240411-Hokkaido_Nippon-Ham_Fighters-Fukuoka_SoftBank_Hawks,2024-04-11 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,3.0,6.0,Final,北九州,10,9,0.5516566733929282,0.6,0.5555555555555556,1.3,-1.0,3.5,2.5555555555555554,2.2,3.5555555555555554,2.0,2.0,0.0444444444444444,2.3,0.9444444444444446,-1.3555555555555552,0.0,home,9.0
