game_id,game_date,season,away,home,away_score,home_score,status,stadium,source
20220325-Chiba_Lotte_Marines-Tohoku_Rakuten_Golden_Eagles,2022-03-25 16:00:00,2022,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,4.0,0.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_03_detail.html
20220325-Orix_Buffaloes-Saitama_Seibu_Lions,2022-03-25 18:00:00,2022,Orix Buffaloes,Saitama Seibu Lions,6.0,0.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220325-Tokyo_Yakult_Swallows-Hanshin_Tigers,2022-03-25 18:00:00,2022,Tokyo Yakult Swallows,Hanshin Tigers,10.0,8.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220325-Chunichi_Dragons-Yomiuri_Giants,2022-03-25 18:15:00,2022,Chunichi Dragons,Yomiuri Giants,2.0,4.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220325-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2022-03-25 18:30:00,2022,Hiroshima Toyo Carp,Yokohama DeNA BayStars,11.0,3.0,Final,横 浜,https://npb.jp/games/2022/schedule_03_detail.html
20220325-Hokkaido_Nippon-Ham_Fighters-Fukuoka_SoftBank_Hawks,2022-03-25 18:30:00,2022,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,1.0,4.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Chiba_Lotte_Marines-Tohoku_Rakuten_Golden_Eagles,2022-03-26 14:00:00,2022,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,,,Postponed,楽天生命パーク,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Chunichi_Dragons-Yomiuri_Giants,2022-03-26 14:00:00,2022,Chunichi Dragons,Yomiuri Giants,5.0,7.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2022-03-26 14:00:00,2022,Hiroshima Toyo Carp,Yokohama DeNA BayStars,10.0,5.0,Final,横 浜,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Hokkaido_Nippon-Ham_Fighters-Fukuoka_SoftBank_Hawks,2022-03-26 14:00:00,2022,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,3.0,6.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Orix_Buffaloes-Saitama_Seibu_Lions,2022-03-26 14:00:00,2022,Orix Buffaloes,Saitama Seibu Lions,0.0,5.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220326-Tokyo_Yakult_Swallows-Hanshin_Tigers,2022-03-26 14:00:00,2022,Tokyo Yakult Swallows,Hanshin Tigers,6.0,0.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Chiba_Lotte_Marines-Tohoku_Rakuten_Golden_Eagles,2022-03-27 13:00:00,2022,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,5.0,6.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Hokkaido_Nippon-Ham_Fighters-Fukuoka_SoftBank_Hawks,2022-03-27 13:00:00,2022,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,4.0,6.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Chunichi_Dragons-Yomiuri_Giants,2022-03-27 14:00:00,2022,Chunichi Dragons,Yomiuri Giants,7.0,5.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Hiroshima_Toyo_Carp-Yokohama_DeNA_BayStars,2022-03-27 14:00:00,2022,Hiroshima Toyo Carp,Yokohama DeNA BayStars,7.0,6.0,Final,横 浜,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Orix_Buffaloes-Saitama_Seibu_Lions,2022-03-27 14:00:00,2022,Orix Buffaloes,Saitama Seibu Lions,6.0,7.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220327-Tokyo_Yakult_Swallows-Hanshin_Tigers,2022-03-27 14:00:00,2022,Tokyo Yakult Swallows,Hanshin Tigers,4.0,0.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Hanshin_Tigers-Hiroshima_Toyo_Carp,2022-03-29 18:00:00,2022,Hanshin Tigers,Hiroshima Toyo Carp,2.0,3.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2022-03-29 18:00:00,2022,Tohoku Rakuten Golden Eagles,Orix Buffaloes,2.0,1.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Yomiuri_Giants-Tokyo_Yakult_Swallows,2022-03-29 18:00:00,2022,Yomiuri Giants,Tokyo Yakult Swallows,5.0,3.0,Final,神 宮,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Yokohama_DeNA_BayStars-Chunichi_Dragons,2022-03-29 18:15:00,2022,Yokohama DeNA BayStars,Chunichi Dragons,4.0,0.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Fukuoka_SoftBank_Hawks-Chiba_Lotte_Marines,2022-03-29 18:30:00,2022,Fukuoka SoftBank Hawks,Chiba Lotte Marines,2.0,1.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_03_detail.html
20220329-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2022-03-29 18:30:00,2022,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,4.0,0.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Fukuoka_SoftBank_Hawks-Chiba_Lotte_Marines,2022-03-30 14:00:00,2022,Fukuoka SoftBank Hawks,Chiba Lotte Marines,4.0,3.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Hanshin_Tigers-Hiroshima_Toyo_Carp,2022-03-30 18:00:00,2022,Hanshin Tigers,Hiroshima Toyo Carp,3.0,8.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2022-03-30 18:00:00,2022,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,5.0,3.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2022-03-30 18:00:00,2022,Tohoku Rakuten Golden Eagles,Orix Buffaloes,6.0,1.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Yokohama_DeNA_BayStars-Chunichi_Dragons,2022-03-30 18:00:00,2022,Yokohama DeNA BayStars,Chunichi Dragons,7.0,6.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220330-Yomiuri_Giants-Tokyo_Yakult_Swallows,2022-03-30 18:00:00,2022,Yomiuri Giants,Tokyo Yakult Swallows,3.0,1.0,Final,神 宮,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Fukuoka_SoftBank_Hawks-Chiba_Lotte_Marines,2022-03-31 14:00:00,2022,Fukuoka SoftBank Hawks,Chiba Lotte Marines,3.0,1.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Hanshin_Tigers-Hiroshima_Toyo_Carp,2022-03-31 18:00:00,2022,Hanshin Tigers,Hiroshima Toyo Carp,2.0,3.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Saitama_Seibu_Lions-Hokkaido_Nippon-Ham_Fighters,2022-03-31 18:00:00,2022,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,2.0,6.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Tohoku_Rakuten_Golden_Eagles-Orix_Buffaloes,2022-03-31 18:00:00,2022,Tohoku Rakuten Golden Eagles,Orix Buffaloes,1.0,0.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Yokohama_DeNA_BayStars-Chunichi_Dragons,2022-03-31 18:00:00,2022,Yokohama DeNA BayStars,Chunichi Dragons,1.0,0.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_03_detail.html
20220331-Yomiuri_Giants-Tokyo_Yakult_Swallows,2022-03-31 18:00:00,2022,Yomiuri Giants,Tokyo Yakult Swallows,6.0,3.0,Final,神 宮,https://npb.jp/games/2022/schedule_03_detail.html
20220401-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2022-04-01 18:00:00,2022,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,1.0,0.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_04_detail.html
20220401-Hanshin_Tigers-Yomiuri_Giants,2022-04-01 18:00:00,2022,Hanshin Tigers,Yomiuri Giants,5.0,6.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220401-Hiroshima_Toyo_Carp-Chunichi_Dragons,2022-04-01 18:00:00,2022,Hiroshima Toyo Carp,Chunichi Dragons,2.0,3.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220401-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2022-04-01 18:00:00,2022,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,0.0,2.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220401-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2022-04-01 18:00:00,2022,Saitama Seibu Lions,Chiba Lotte Marines,1.0,2.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220401-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2022-04-01 18:00:00,2022,Yokohama DeNA BayStars,Tokyo Yakult Swallows,6.0,1.0,Final,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2022-04-02 14:00:00,2022,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,,,Postponed,楽天生命パーク,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Hanshin_Tigers-Yomiuri_Giants,2022-04-02 14:00:00,2022,Hanshin Tigers,Yomiuri Giants,4.0,5.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Hiroshima_Toyo_Carp-Chunichi_Dragons,2022-04-02 14:00:00,2022,Hiroshima Toyo Carp,Chunichi Dragons,3.0,4.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2022-04-02 14:00:00,2022,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,0.0,7.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2022-04-02 14:00:00,2022,Saitama Seibu Lions,Chiba Lotte Marines,1.0,8.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220402-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2022-04-02 14:00:00,2022,Yokohama DeNA BayStars,Tokyo Yakult Swallows,2.0,3.0,Final,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220403-Hanshin_Tigers-Yomiuri_Giants,2022-04-03 13:00:00,2022,Hanshin Tigers,Yomiuri Giants,5.0,9.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220403-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2022-04-03 13:00:00,2022,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,2.0,4.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220403-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2022-04-03 13:00:00,2022,Yokohama DeNA BayStars,Tokyo Yakult Swallows,,,Postponed,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220403-Hiroshima_Toyo_Carp-Chunichi_Dragons,2022-04-03 14:00:00,2022,Hiroshima Toyo Carp,Chunichi Dragons,0.0,1.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220403-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2022-04-03 14:00:00,2022,Saitama Seibu Lions,Chiba Lotte Marines,2.0,4.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2022-04-05 14:00:00,2022,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,3.0,7.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2022-04-05 18:00:00,2022,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,2.0,0.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Chunichi_Dragons-Tokyo_Yakult_Swallows,2022-04-05 18:00:00,2022,Chunichi Dragons,Tokyo Yakult Swallows,7.0,6.0,Final,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Orix_Buffaloes-Fukuoka_SoftBank_Hawks,2022-04-05 18:00:00,2022,Orix Buffaloes,Fukuoka SoftBank Hawks,3.0,6.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Yokohama_DeNA_BayStars-Hanshin_Tigers,2022-04-05 18:00:00,2022,Yokohama DeNA BayStars,Hanshin Tigers,0.0,4.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220405-Yomiuri_Giants-Hiroshima_Toyo_Carp,2022-04-05 18:00:00,2022,Yomiuri Giants,Hiroshima Toyo Carp,1.0,3.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2022-04-06 14:00:00,2022,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,2.0,7.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2022-04-06 18:00:00,2022,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,2.0,3.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Chunichi_Dragons-Tokyo_Yakult_Swallows,2022-04-06 18:00:00,2022,Chunichi Dragons,Tokyo Yakult Swallows,1.0,2.0,Final,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Orix_Buffaloes-Fukuoka_SoftBank_Hawks,2022-04-06 18:00:00,2022,Orix Buffaloes,Fukuoka SoftBank Hawks,3.0,1.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Yokohama_DeNA_BayStars-Hanshin_Tigers,2022-04-06 18:00:00,2022,Yokohama DeNA BayStars,Hanshin Tigers,6.0,1.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220406-Yomiuri_Giants-Hiroshima_Toyo_Carp,2022-04-06 18:00:00,2022,Yomiuri Giants,Hiroshima Toyo Carp,2.0,1.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_04_detail.html
20220407-Chunichi_Dragons-Tokyo_Yakult_Swallows,2022-04-07 18:00:00,2022,Chunichi Dragons,Tokyo Yakult Swallows,11.0,3.0,Final,神 宮,https://npb.jp/games/2022/schedule_04_detail.html
20220407-Orix_Buffaloes-Fukuoka_SoftBank_Hawks,2022-04-07 18:00:00,2022,Orix Buffaloes,Fukuoka SoftBank Hawks,3.0,7.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220407-Yokohama_DeNA_BayStars-Hanshin_Tigers,2022-04-07 18:00:00,2022,Yokohama DeNA BayStars,Hanshin Tigers,,,Postponed,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220407-Yomiuri_Giants-Hiroshima_Toyo_Carp,2022-04-07 18:00:00,2022,Yomiuri Giants,Hiroshima Toyo Carp,2.0,9.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Chunichi_Dragons-Yokohama_DeNA_BayStars,2022-04-08 18:00:00,2022,Chunichi Dragons,Yokohama DeNA BayStars,,,Postponed,横 浜,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2022-04-08 18:00:00,2022,Fukuoka SoftBank Hawks,Saitama Seibu Lions,8.0,1.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Hiroshima_Toyo_Carp-Hanshin_Tigers,2022-04-08 18:00:00,2022,Hiroshima Toyo Carp,Hanshin Tigers,3.0,3.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Orix_Buffaloes-Chiba_Lotte_Marines,2022-04-08 18:00:00,2022,Orix Buffaloes,Chiba Lotte Marines,0.0,5.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2022-04-08 18:00:00,2022,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,3.0,0.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220408-Tokyo_Yakult_Swallows-Yomiuri_Giants,2022-04-08 18:00:00,2022,Tokyo Yakult Swallows,Yomiuri Giants,7.0,2.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220409-Hiroshima_Toyo_Carp-Hanshin_Tigers,2022-04-09 14:00:00,2022,Hiroshima Toyo Carp,Hanshin Tigers,9.0,1.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220409-Orix_Buffaloes-Chiba_Lotte_Marines,2022-04-09 14:00:00,2022,Orix Buffaloes,Chiba Lotte Marines,4.0,2.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220409-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2022-04-09 14:00:00,2022,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,8.0,5.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220409-Tokyo_Yakult_Swallows-Yomiuri_Giants,2022-04-09 14:00:00,2022,Tokyo Yakult Swallows,Yomiuri Giants,2.0,3.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220409-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2022-04-09 18:00:00,2022,Fukuoka SoftBank Hawks,Saitama Seibu Lions,0.0,0.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220410-Fukuoka_SoftBank_Hawks-Saitama_Seibu_Lions,2022-04-10 13:00:00,2022,Fukuoka SoftBank Hawks,Saitama Seibu Lions,0.0,6.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220410-Hiroshima_Toyo_Carp-Hanshin_Tigers,2022-04-10 14:00:00,2022,Hiroshima Toyo Carp,Hanshin Tigers,1.0,0.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220410-Orix_Buffaloes-Chiba_Lotte_Marines,2022-04-10 14:00:00,2022,Orix Buffaloes,Chiba Lotte Marines,0.0,6.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220410-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2022-04-10 14:00:00,2022,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,2.0,3.0,Final,札幌ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220410-Tokyo_Yakult_Swallows-Yomiuri_Giants,2022-04-10 14:00:00,2022,Tokyo Yakult Swallows,Yomiuri Giants,2.0,1.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220412-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2022-04-12 18:00:00,2022,Chiba Lotte Marines,Fukuoka SoftBank Hawks,3.0,0.0,Final,長 崎,https://npb.jp/games/2022/schedule_04_detail.html
20220412-Hanshin_Tigers-Chunichi_Dragons,2022-04-12 18:00:00,2022,Hanshin Tigers,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220412-Hiroshima_Toyo_Carp-Tokyo_Yakult_Swallows,2022-04-12 18:00:00,2022,Hiroshima Toyo Carp,Tokyo Yakult Swallows,1.0,3.0,Final,松 山,https://npb.jp/games/2022/schedule_04_detail.html
20220412-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2022-04-12 18:00:00,2022,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,3.0,0.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220412-Yokohama_DeNA_BayStars-Yomiuri_Giants,2022-04-12 18:00:00,2022,Yokohama DeNA BayStars,Yomiuri Giants,4.0,10.0,Final,那 覇,https://npb.jp/games/2022/schedule_04_detail.html
20220413-Hanshin_Tigers-Chunichi_Dragons,2022-04-13 18:00:00,2022,Hanshin Tigers,Chunichi Dragons,0.0,1.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220413-Hiroshima_Toyo_Carp-Tokyo_Yakult_Swallows,2022-04-13 18:00:00,2022,Hiroshima Toyo Carp,Tokyo Yakult Swallows,5.0,1.0,Final,松 山,https://npb.jp/games/2022/schedule_04_detail.html
20220413-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2022-04-13 18:00:00,2022,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,3.0,4.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220413-Yokohama_DeNA_BayStars-Yomiuri_Giants,2022-04-13 18:00:00,2022,Yokohama DeNA BayStars,Yomiuri Giants,3.0,4.0,Final,那 覇,https://npb.jp/games/2022/schedule_04_detail.html
20220414-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2022-04-14 18:00:00,2022,Chiba Lotte Marines,Fukuoka SoftBank Hawks,0.0,4.0,Final,PayPayドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220414-Hanshin_Tigers-Chunichi_Dragons,2022-04-14 18:00:00,2022,Hanshin Tigers,Chunichi Dragons,1.0,4.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220415-Hokkaido_Nippon-Ham_Fighters-Chiba_Lotte_Marines,2022-04-15 18:00:00,2022,Hokkaido Nippon-Ham Fighters,Chiba Lotte Marines,,,Postponed,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220415-Saitama_Seibu_Lions-Orix_Buffaloes,2022-04-15 18:00:00,2022,Saitama Seibu Lions,Orix Buffaloes,6.0,1.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220415-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2022-04-15 18:00:00,2022,Tokyo Yakult Swallows,Yokohama DeNA BayStars,3.0,2.0,Final,横 浜,https://npb.jp/games/2022/schedule_04_detail.html
20220415-Yomiuri_Giants-Hanshin_Tigers,2022-04-15 18:00:00,2022,Yomiuri Giants,Hanshin Tigers,1.0,4.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2022-04-16 13:00:00,2022,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,6.0,5.0,Final,北九州,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Chunichi_Dragons-Hiroshima_Toyo_Carp,2022-04-16 14:00:00,2022,Chunichi Dragons,Hiroshima Toyo Carp,2.0,3.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Hokkaido_Nippon-Ham_Fighters-Chiba_Lotte_Marines,2022-04-16 14:00:00,2022,Hokkaido Nippon-Ham Fighters,Chiba Lotte Marines,11.0,4.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Saitama_Seibu_Lions-Orix_Buffaloes,2022-04-16 14:00:00,2022,Saitama Seibu Lions,Orix Buffaloes,0.0,3.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2022-04-16 14:00:00,2022,Tokyo Yakult Swallows,Yokohama DeNA BayStars,0.0,6.0,Final,横 浜,https://npb.jp/games/2022/schedule_04_detail.html
20220416-Yomiuri_Giants-Hanshin_Tigers,2022-04-16 14:00:00,2022,Yomiuri Giants,Hanshin Tigers,1.0,2.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Saitama_Seibu_Lions-Orix_Buffaloes,2022-04-17 13:00:00,2022,Saitama Seibu Lions,Orix Buffaloes,3.0,4.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Chunichi_Dragons-Hiroshima_Toyo_Carp,2022-04-17 13:30:00,2022,Chunichi Dragons,Hiroshima Toyo Carp,10.0,4.0,Final,マツダスタジアム,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Hokkaido_Nippon-Ham_Fighters-Chiba_Lotte_Marines,2022-04-17 14:00:00,2022,Hokkaido Nippon-Ham Fighters,Chiba Lotte Marines,1.0,0.0,Final,ZOZOマリン,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2022-04-17 14:00:00,2022,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,14.0,4.0,Final,鹿児島,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2022-04-17 14:00:00,2022,Tokyo Yakult Swallows,Yokohama DeNA BayStars,5.0,4.0,Final,横 浜,https://npb.jp/games/2022/schedule_04_detail.html
20220417-Yomiuri_Giants-Hanshin_Tigers,2022-04-17 14:00:00,2022,Yomiuri Giants,Hanshin Tigers,3.0,1.0,Final,甲子園,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2022-04-19 18:00:00,2022,Chiba Lotte Marines,Saitama Seibu Lions,0.0,4.0,Final,ベルーナドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2022-04-19 18:00:00,2022,Fukuoka SoftBank Hawks,Orix Buffaloes,3.0,0.0,Final,京セラD大阪,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Hanshin_Tigers-Yokohama_DeNA_BayStars,2022-04-19 18:00:00,2022,Hanshin Tigers,Yokohama DeNA BayStars,4.0,5.0,Final,横 浜,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Hiroshima_Toyo_Carp-Yomiuri_Giants,2022-04-19 18:00:00,2022,Hiroshima Toyo Carp,Yomiuri Giants,1.0,3.0,Final,東京ドーム,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Hokkaido_Nippon-Ham_Fighters-Tohoku_Rakuten_Golden_Eagles,2022-04-19 18:00:00,2022,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,2.0,0.0,Final,楽天生命パーク,https://npb.jp/games/2022/schedule_04_detail.html
20220419-Tokyo_Yakult_Swallows-Chunichi_Dragons,2022-04-19 18:00:00,2022,Tokyo Yakult Swallows,Chunichi Dragons,12.0,4.0,Final,バンテリンドーム,https://npb.jp/games/2022/schedule_04_detail.html
